,06-22
1881,11.9
1882,14.3
1883,11.1
1884,14.0
1885,13.1
1886,16.4
1887,14.1
1888,12.0
1889,8.2
1890,10.3
1891,12.4
1892,10.9
1893,8.2
1894,7.2
1895,18.2
1896,13.7
1897,15.2
1898,11.0
1899,6.5
1900,7.2
1901,14.5
1902,15.3
1903,17.4
1904,9.4
1905,14.4
1906,10.9
1907,13.6
1908,8.0
1909,11.9
1910,3.7
1911,12.8
1912,14.1
1913,5.3
1914,14.6
1915,8.0
1916,6.7
1917,18.9
1918,13.7
1919,16.6
1920,14.6
1921,14.4
1922,12.2
1923,9.7
1924,11.3
1925,10.2
1926,10.8
1927,12.1
1928,9.7
1929,14.8
1930,10.6
1931,10.0
1932,9.1
1933,11.2
1934,13.2
1935,15.8
1936,17.0
1937,14.7
1938,9.3
1939,16.4
1940,10.8
1941,11.3
1942,13.6
1943,12.9
1944,10.2
1945,8.7
1946,12.2
1947,10.8
1948,12.5
1949,7.8
1950,10.8
1951,10.5
1952,11.7
1953,14.5
1954,18.3
1955,8.2
1956,16.4
1957,9.1
1958,12.8
1959,6.8
1960,8.2
1961,10.5
1962,10.4
1963,10.7
1964,12.1
1965,12.4
1966,17.2
1967,14.2
1968,17.7
1969,7.0
1970,6.6
1971,9.9
1972,13.6
1973,13.7
1974,14.1
1975,14.4
1976,9.9
1977,7.8
1978,10.2
1979,11.7
1980,14.2
1981,8.6
1982,10.3
1983,5.6
1984,11.0
1985,12.0
1986,12.2
1987,11.8
1988,17.2
1989,15.0
1990,8.9
1991,11.5
1992,8.9
1993,9.7
1994,12.1
1995,11.8
1996,10.6
1997,12.1
1998,11.4
1999,18.6
2000,13.9
2001,12.8
2002,13.3
2003,10.7
2004,12.2
2005,8.7
2006,21.7
2007,10.0
2008,12.1
2009,9.6
2010,10.7
2011,12.6
2012,11.2
2013,14.9
2014,
2015,
2016,
2017,7.9
2018,
