,01-23
1881,-18.5
1882,-3.5
1883,-21.3
1884,-3.3
1885,-3.9
1886,-9.7
1887,-6.9
1888,-16.9
1889,-16.0
1890,-13.3
1891,-12.5
1892,-27.3
1893,-16.4
1894,1.8
1895,-14.2
1896,-5.9
1897,-16.0
1898,-13.0
1899,-9.6
1900,-2.9
1901,-0.7
1902,-26.5
1903,-15.2
1904,-4.3
1905,-9.1
1906,-17.2
1907,-27.0
1908,-4.3
1909,-1.0
1910,-15.1
1911,-11.1
1912,-14.8
1913,
1914,-8.1
1915,
1916,-3.4
1917,-10.6
1918,-5.7
1919,-8.2
1920,-19.8
1921,-9.9
1922,-13.4
1923,-6.7
1924,-22.7
1925,-3.5
1926,-19.5
1927,-12.1
1928,-16.9
1929,-16.5
1930,-2.1
1931,-21.1
1932,-0.3
1933,-23.5
1934,-2.6
1935,-13.0
1936,0.8
1937,-20.1
1938,-7.9
1939,-3.3
1940,-18.5
1941,-24.1
1942,-26.9
1943,-17.8
1944,0.5
1945,-13.6
1946,-7.8
1947,-9.7
1948,-3.6
1949,-17.8
1950,-4.7
1951,-16.5
1952,-7.5
1953,-13.0
1954,-11.1
1955,-12.8
1956,
1957,0.0
1958,-8.5
1959,0.9
1960,-16.1
1961,-14.7
1962,-11.6
1963,-12.7
1964,-10.6
1965,-4.3
1966,-10.5
1967,-24.5
1968,-17.1
1969,-12.5
1970,-5.7
1971,0.2
1972,-7.1
1973,-10.4
1974,-11.2
1975,0.2
1976,-4.3
1977,-17.5
1978,-14.0
1979,-13.7
1980,-14.6
1981,-3.9
1982,-7.6
1983,-7.0
1984,-10.5
1985,-18.0
1986,1.0
1987,-14.4
1988,-6.4
1989,-2.0
1990,-18.0
1991,-0.4
1992,-0.8
1993,-2.3
1994,-3.3
1995,-11.8
1996,-9.0
1997,-0.1
1998,-1.6
1999,-3.6
2000,-16.1
2001,-12.3
2002,0.4
2003,-1.8
2004,-13.5
2005,-1.6
2006,-22.0
2007,-9.3
2008,-1.5
2009,-1.4
2010,-22.9
2011,-15.3
2012,-11.4
2013,-6.4
2014,
2015,-10.0
2016,
2017,
2018,
2019,
