,01-19
1881,-25.3
1882,-1.3
1883,-11.3
1884,-18.1
1885,-5.7
1886,-7.8
1887,-21.3
1888,-15.3
1889,-4.6
1890,-15.2
1891,-14.3
1892,-19.6
1893,-11.0
1894,-6.6
1895,-12.5
1896,-5.3
1897,-19.5
1898,-1.5
1899,-13.7
1900,-14.9
1901,-5.2
1902,-22.6
1903,-9.8
1904,-3.4
1905,-12.8
1906,-0.3
1907,-23.4
1908,-1.8
1909,-0.6
1910,-1.8
1911,-7.0
1912,
1913,
1914,-9.8
1915,-14.6
1916,-10.4
1917,-19.1
1918,-17.5
1919,-11.1
1920,-8.1
1921,-0.1
1922,-10.8
1923,-11.7
1924,-8.9
1925,-0.5
1926,-15.3
1927,-14.8
1928,-15.4
1929,-13.9
1930,-1.0
1931,-8.3
1932,2.1
1933,-22.8
1934,-0.6
1935,-4.2
1936,-4.9
1937,-15.3
1938,-3.3
1939,-7.0
1940,-29.6
1941,-14.3
1942,-20.9
1943,-13.1
1944,-2.9
1945,-5.1
1946,-4.6
1947,-3.5
1948,-11.4
1949,-8.5
1950,-21.1
1951,-4.6
1952,-5.3
1953,-7.8
1954,-9.1
1955,-6.2
1956,
1957,-4.8
1958,-5.7
1959,-20.6
1960,-14.4
1961,-8.7
1962,0.7
1963,-16.8
1964,-5.2
1965,0.4
1966,-24.6
1967,-8.0
1968,-24.3
1969,-23.1
1970,-12.2
1971,1.0
1972,-20.0
1973,-14.1
1974,-7.9
1975,0.9
1976,-21.7
1977,-11.8
1978,-10.6
1979,-16.4
1980,-9.9
1981,-8.3
1982,-8.6
1983,-3.2
1984,0.1
1985,-17.5
1986,-21.3
1987,-8.9
1988,-6.7
1989,-5.9
1990,-12.0
1991,-3.1
1992,-12.2
1993,-2.0
1994,-8.6
1995,-11.1
1996,-6.7
1997,-2.9
1998,0.5
1999,1.2
2000,-10.7
2001,-2.0
2002,-0.3
2003,1.9
2004,-6.9
2005,-2.2
2006,-27.8
2007,-0.5
2008,-0.1
2009,-4.1
2010,-16.0
2011,-2.6
2012,-6.7
2013,-22.3
2014,
2015,
2016,-14.5
2017,0.0
2018,-5.6
2019,-17.8
