,01-20
1881,-22.0
1882,0.6
1883,-4.8
1884,-7.7
1885,-3.0
1886,-12.6
1887,-21.8
1888,-16.4
1889,-6.5
1890,-15.5
1891,-11.9
1892,-15.2
1893,-11.9
1894,-3.9
1895,-2.9
1896,-9.6
1897,-20.5
1898,0.3
1899,-15.6
1900,-13.6
1901,-4.9
1902,-24.6
1903,-9.5
1904,-1.3
1905,-15.7
1906,-7.9
1907,-26.9
1908,-7.0
1909,-6.0
1910,-5.6
1911,-5.7
1912,-14.7
1913,
1914,-6.9
1915,-13.5
1916,-0.7
1917,-11.2
1918,-12.0
1919,-14.1
1920,-6.0
1921,-1.5
1922,-11.0
1923,-10.3
1924,-9.4
1925,-1.4
1926,-17.7
1927,-19.0
1928,-20.4
1929,-19.9
1930,-1.4
1931,-11.7
1932,0.6
1933,-23.4
1934,0.6
1935,-2.3
1936,-2.4
1937,-12.4
1938,-4.2
1939,-7.0
1940,-26.1
1941,-20.1
1942,-28.1
1943,-14.8
1944,-1.6
1945,-9.3
1946,-14.0
1947,-5.4
1948,-6.6
1949,-11.6
1950,-6.0
1951,-8.5
1952,-5.4
1953,-13.6
1954,-10.0
1955,-6.8
1956,
1957,-5.4
1958,-3.5
1959,-14.5
1960,-11.0
1961,-8.7
1962,-0.3
1963,-12.8
1964,-16.0
1965,-7.6
1966,-24.8
1967,-14.0
1968,-21.4
1969,-23.0
1970,-13.7
1971,-1.6
1972,-13.1
1973,-17.7
1974,-10.0
1975,0.1
1976,-6.9
1977,-18.1
1978,-11.8
1979,-15.4
1980,-13.2
1981,-6.0
1982,-9.3
1983,-11.7
1984,-6.0
1985,-24.5
1986,-19.3
1987,-8.2
1988,-3.7
1989,-4.1
1990,-12.5
1991,-1.9
1992,-14.9
1993,-3.5
1994,-8.4
1995,-11.6
1996,-4.9
1997,-8.5
1998,1.0
1999,0.9
2000,-13.1
2001,-2.2
2002,-0.9
2003,-7.2
2004,-16.0
2005,-1.9
2006,-26.0
2007,-5.8
2008,1.8
2009,-5.1
2010,-19.8
2011,-1.7
2012,-6.8
2013,-10.9
2014,-16.3
2015,
2016,-10.1
2017,-2.3
2018,
2019,
