,06-24
1881,14.0
1882,9.6
1883,11.8
1884,15.6
1885,11.0
1886,12.0
1887,10.7
1888,7.5
1889,5.3
1890,12.1
1891,13.3
1892,10.0
1893,11.9
1894,12.9
1895,14.6
1896,12.9
1897,14.0
1898,11.5
1899,11.7
1900,9.0
1901,17.4
1902,9.9
1903,13.7
1904,7.6
1905,11.0
1906,14.7
1907,11.3
1908,10.3
1909,10.8
1910,7.1
1911,12.8
1912,14.5
1913,9.5
1914,17.7
1915,9.1
1916,9.9
1917,15.3
1918,13.5
1919,12.1
1920,15.3
1921,11.1
1922,12.3
1923,7.5
1924,14.2
1925,13.8
1926,8.7
1927,8.7
1928,8.9
1929,9.3
1930,10.9
1931,11.2
1932,10.8
1933,7.9
1934,11.6
1935,17.2
1936,18.0
1937,15.6
1938,10.3
1939,6.6
1940,17.4
1941,7.0
1942,13.1
1943,15.1
1944,10.0
1945,7.8
1946,13.2
1947,16.5
1948,11.9
1949,6.8
1950,13.8
1951,10.9
1952,12.8
1953,15.7
1954,14.4
1955,13.9
1956,13.8
1957,9.2
1958,9.4
1959,7.1
1960,10.1
1961,12.0
1962,11.4
1963,11.9
1964,15.0
1965,16.2
1966,16.5
1967,10.4
1968,16.1
1969,8.4
1970,9.3
1971,8.5
1972,17.2
1973,14.5
1974,15.3
1975,13.4
1976,10.5
1977,8.8
1978,13.0
1979,15.3
1980,13.4
1981,14.4
1982,8.3
1983,6.9
1984,14.0
1985,13.3
1986,8.0
1987,13.7
1988,17.9
1989,13.7
1990,12.9
1991,15.8
1992,10.9
1993,10.9
1994,9.3
1995,15.7
1996,11.5
1997,13.1
1998,8.9
1999,20.7
2000,14.6
2001,15.7
2002,13.0
2003,10.8
2004,10.8
2005,15.7
2006,14.6
2007,11.4
2008,13.4
2009,12.4
2010,11.0
2011,13.8
2012,12.5
2013,19.8
2014,
2015,
2016,
2017,9.7
2018,
