,02-20
1881,-11.5
1882,-7.1
1883,-8.4
1884,-6.9
1885,-16.3
1886,-13.9
1887,-8.1
1888,-20.0
1889,-12.2
1890,-11.6
1891,-2.5
1892,-11.8
1893,-16.5
1894,-4.3
1895,-13.9
1896,-15.1
1897,-6.7
1898,-8.3
1899,-3.7
1900,-14.3
1901,-21.8
1902,-17.9
1903,-4.6
1904,-1.3
1905,1.1
1906,-11.3
1907,-5.1
1908,-1.0
1909,-16.1
1910,0.3
1911,-21.8
1912,
1913,-13.4
1914,-9.3
1915,-5.0
1916,-9.7
1917,-22.9
1918,-15.9
1919,-9.7
1920,-10.8
1921,-24.3
1922,-6.8
1923,-13.7
1924,-17.1
1925,-6.9
1926,-11.4
1927,-19.3
1928,-18.1
1929,-17.9
1930,-4.9
1931,-6.8
1932,-7.2
1933,-12.3
1934,-7.4
1935,-1.7
1936,-18.5
1937,-3.7
1938,-5.0
1939,0.5
1940,-24.6
1941,-5.9
1942,-19.2
1943,-3.6
1944,-9.5
1945,-7.1
1946,-22.4
1947,-13.9
1948,-18.7
1949,0.1
1950,-9.3
1951,-9.4
1952,-8.9
1953,-10.6
1954,-20.0
1955,-12.6
1956,-11.2
1957,-1.1
1958,-8.1
1959,-6.4
1960,-12.4
1961,-4.8
1962,-13.5
1963,-24.7
1964,-26.0
1965,-13.1
1966,-15.8
1967,-5.2
1968,-7.7
1969,-10.5
1970,-21.6
1971,-13.7
1972,-5.1
1973,-0.6
1974,-5.2
1975,-6.7
1976,-7.5
1977,-3.2
1978,-20.7
1979,-10.8
1980,-2.8
1981,-11.6
1982,-10.3
1983,-3.2
1984,-11.1
1985,-16.1
1986,-21.3
1987,-8.4
1988,-17.8
1989,-3.7
1990,-4.9
1991,-16.1
1992,-16.4
1993,-5.0
1994,-9.3
1995,0.6
1996,-16.4
1997,-11.5
1998,-9.9
1999,-15.6
2000,-7.3
2001,-7.9
2002,-10.3
2003,-4.0
2004,-18.6
2005,-6.2
2006,-3.5
2007,-21.6
2008,-6.0
2009,-7.6
2010,-25.4
2011,-24.8
2012,-5.1
2013,-8.1
2014,
2015,
2016,
2017,
2018,-16.1
2019,
