,08-22
1881,11.1
1882,16.6
1883,11.9
1884,8.6
1885,11.3
1886,13.6
1887,14.1
1888,6.7
1889,13.2
1890,12.4
1891,7.0
1892,9.0
1893,10.1
1894,14.2
1895,12.6
1896,12.4
1897,13.2
1898,10.2
1899,12.0
1900,10.5
1901,9.3
1902,11.1
1903,10.2
1904,12.5
1905,9.7
1906,10.6
1907,8.8
1908,6.3
1909,13.1
1910,10.7
1911,10.2
1912,5.2
1913,14.8
1914,9.2
1915,10.0
1916,15.4
1917,15.8
1918,9.9
1919,10.8
1920,11.1
1921,11.7
1922,12.1
1923,6.6
1924,11.6
1925,10.9
1926,13.3
1927,12.7
1928,12.6
1929,8.3
1930,13.8
1931,16.2
1932,12.1
1933,12.6
1934,12.2
1935,12.3
1936,14.1
1937,14.8
1938,12.1
1939,13.8
1940,10.6
1941,15.9
1942,11.6
1943,6.5
1944,17.1
1945,13.1
1946,13.3
1947,7.7
1948,12.5
1949,9.3
1950,13.3
1951,14.3
1952,9.5
1953,13.3
1954,9.1
1955,16.4
1956,11.1
1957,11.7
1958,7.2
1959,10.7
1960,10.8
1961,12.6
1962,9.1
1963,15.4
1964,13.7
1965,14.6
1966,8.3
1967,10.1
1968,16.0
1969,13.3
1970,11.4
1971,7.0
1972,21.3
1973,10.9
1974,7.6
1975,13.3
1976,7.9
1977,9.2
1978,13.8
1979,16.2
1980,9.5
1981,14.6
1982,12.6
1983,12.2
1984,14.4
1985,15.8
1986,10.5
1987,12.0
1988,15.0
1989,12.8
1990,13.7
1991,11.9
1992,10.9
1993,11.0
1994,9.4
1995,9.5
1996,15.5
1997,14.2
1998,14.5
1999,11.0
2000,14.7
2001,15.6
2002,9.7
2003,14.2
2004,15.4
2005,13.7
2006,15.6
2007,18.1
2008,15.2
2009,9.5
2010,16.1
2011,12.7
2012,10.7
2013,15.1
2014,
2015,
2016,
2017,
2018,
