,04-20
1881,1.3
1882,-2.8
1883,1.4
1884,-5.4
1885,-7.9
1886,-1.6
1887,0.2
1888,3.1
1889,-3.0
1890,2.3
1891,1.5
1892,0.8
1893,-4.4
1894,-3.9
1895,-1.5
1896,-2.0
1897,0.5
1898,0.3
1899,-0.9
1900,-0.9
1901,-1.2
1902,0.6
1903,6.6
1904,4.1
1905,2.2
1906,1.5
1907,-0.7
1908,-0.5
1909,-4.0
1910,5.9
1911,-2.1
1912,0.9
1913,8.0
1914,-0.7
1915,2.1
1916,-0.8
1917,0.2
1918,8.3
1919,1.1
1920,-0.5
1921,5.7
1922,-7.2
1923,-0.1
1924,-0.3
1925,3.5
1926,1.8
1927,-1.8
1928,2.1
1929,-4.7
1930,4.2
1931,1.9
1932,-2.2
1933,0.7
1934,5.5
1935,-0.4
1936,2.6
1937,7.6
1938,-1.1
1939,0.8
1940,3.8
1941,-0.9
1942,2.1
1943,3.0
1944,-3.9
1945,-2.6
1946,0.7
1947,-2.7
1948,2.4
1949,1.7
1950,6.0
1951,1.2
1952,-3.7
1953,-2.1
1954,-0.9
1955,1.0
1956,-1.6
1957,1.7
1958,-1.7
1959,-3.0
1960,-1.3
1961,-1.0
1962,1.1
1963,7.5
1964,2.9
1965,3.2
1966,0.0
1967,-2.0
1968,-1.6
1969,3.0
1970,0.6
1971,5.3
1972,-3.0
1973,3.5
1974,-4.1
1975,2.2
1976,-0.4
1977,0.4
1978,3.9
1979,-5.5
1980,0.9
1981,0.4
1982,-1.6
1983,10.0
1984,-1.0
1985,1.1
1986,4.8
1987,-5.6
1988,-1.9
1989,5.5
1990,6.7
1991,-2.0
1992,3.0
1993,-1.9
1994,-0.8
1995,7.6
1996,4.5
1997,-0.8
1998,4.1
1999,9.4
2000,7.5
2001,3.5
2002,3.2
2003,0.4
2004,5.6
2005,-3.7
2006,2.0
2007,5.9
2008,-0.5
2009,1.0
2010,-0.6
2011,-0.7
2012,2.4
2013,3.0
2014,
2016,
2017,
2018,2.4
2019,
