,DATE,TMIN
320,1881-11-17,3.3
685,1882-11-17,-12.1
1050,1883-11-17,0.6
1416,1884-11-17,-4.8
1781,1885-11-17,-6.4
2146,1886-11-17,1.1
2511,1887-11-17,-4.4
2877,1888-11-17,1.4
3242,1889-11-17,-0.3
3607,1890-11-17,-3.6
3972,1891-11-17,-5.0
4338,1892-11-17,-4.8
4703,1893-11-17,-3.6
5068,1894-11-17,3.0
5433,1895-11-17,4.1
5799,1896-11-17,-6.1
6164,1897-11-17,-5.1
6529,1898-11-17,0.8
6894,1899-11-17,-0.9
7259,1900-11-17,-2.5
7624,1901-11-17,-6.6
7989,1902-11-17,-8.7
8354,1903-11-17,-0.4
8720,1904-11-17,-4.7
9085,1905-11-17,-4.1
9450,1906-11-17,0.1
9815,1907-11-17,-6.8
10181,1908-11-17,1.7
10546,1909-11-17,-6.3
10911,1910-11-17,0.6
11276,1911-11-17,4.2
11642,1912-11-17,-3.5
12007,1913-11-17,-1.4
12372,1914-11-17,-1.5
12737,1915-11-17,-0.1
13103,1916-11-17,-5.5
13468,1917-11-17,-2.5
13833,1918-11-17,2.3
14198,1919-11-17,-11.4
14564,1920-11-17,2.0
14929,1921-11-17,-3.8
15294,1922-11-17,0.2
15659,1923-11-17,4.0
16025,1924-11-17,-0.5
16390,1925-11-17,-1.0
16755,1926-11-17,0.0
17120,1927-11-17,-8.1
17486,1928-11-17,2.7
17851,1929-11-17,-0.4
18216,1930-11-17,-4.9
18581,1931-11-17,0.6
18947,1932-11-17,-5.6
19312,1933-11-17,-7.2
19677,1934-11-17,3.1
20042,1935-11-17,-2.6
20408,1936-11-17,-2.4
20773,1937-11-17,-0.7
21138,1938-11-17,0.6
21503,1939-11-17,1.7
21869,1940-11-17,-0.7
22234,1941-11-17,-8.4
22599,1942-11-17,0.4
22964,1943-11-17,1.8
23330,1944-11-17,-5.6
23695,1945-11-17,-5.1
24060,1946-11-17,-5.8
24425,1947-11-17,-4.4
24791,1948-11-17,-1.3
25156,1949-11-17,1.4
25521,1950-11-17,0.8
25886,1951-11-17,-13.1
26252,1952-11-17,-1.2
26617,1953-11-17,-5.5
26982,1954-11-17,-4.4
27347,1955-11-17,-5.5
27713,1956-11-17,-3.8
28078,1957-11-17,-3.7
28443,1958-11-17,-0.5
28808,1959-11-17,-8.7
29174,1960-11-17,-9.1
29539,1961-11-17,-0.7
29904,1962-11-17,-1.7
30269,1963-11-17,2.2
30635,1964-11-17,2.9
31000,1965-11-17,-10.1
31365,1966-11-17,0.4
31730,1967-11-17,1.5
32096,1968-11-17,-2.5
32461,1969-11-17,3.1
32826,1970-11-17,2.5
33191,1971-11-17,0.1
33557,1972-11-17,0.9
33922,1973-11-17,-6.4
34287,1974-11-17,5.8
34652,1975-11-17,-3.2
35018,1976-11-17,0.4
35383,1977-11-17,3.4
35748,1978-11-17,1.0
36113,1979-11-17,4.7
36479,1980-11-17,1.0
36844,1981-11-17,-2.9
37209,1982-11-17,2.0
37574,1983-11-17,-7.5
37940,1984-11-17,0.0
38305,1985-11-17,-4.4
38670,1986-11-17,0.5
39035,1987-11-17,-2.8
39401,1988-11-17,0.3
39766,1989-11-17,-3.5
40131,1990-11-17,0.8
40496,1991-11-17,-0.4
40862,1992-11-17,-2.6
41227,1993-11-17,-10.6
41592,1994-11-17,-1.9
41957,1995-11-17,-0.4
42323,1996-11-17,1.6
42688,1997-11-17,-2.5
43053,1998-11-17,-13.4
43418,1999-11-17,-4.1
43784,2000-11-17,-0.7
44149,2001-11-17,-6.5
44514,2002-11-17,-2.4
44879,2003-11-17,-1.7
45245,2004-11-17,-2.4
45610,2005-11-17,-0.9
45975,2006-11-17,-2.9
46340,2007-11-17,-7.5
46706,2008-11-17,-1.8
47071,2009-11-17,0.9
47436,2010-11-17,0.2
47801,2011-11-17,4.8
48167,2012-11-17,4.3
48532,2013-11-17,4.4
48897,2014-11-17,
49241,2015-11-17,
49607,2016-11-17,0.4
49972,2017-11-17,
