,02-25
1881,-15.1
1882,-16.0
1883,-5.6
1884,-12.4
1885,-4.6
1886,-19.5
1887,-4.8
1888,-13.3
1889,-5.0
1890,-3.7
1891,-10.3
1892,-12.6
1893,-16.5
1894,-9.0
1895,-8.4
1896,-19.7
1897,-6.0
1898,-8.9
1899,-11.8
1900,-12.2
1901,-17.7
1902,-6.9
1903,-5.8
1904,-12.7
1905,-7.3
1906,-16.8
1907,-7.3
1908,-17.4
1909,-14.9
1910,0.4
1911,-4.8
1912,
1913,-18.1
1914,-14.4
1915,-1.8
1916,-11.5
1917,-14.0
1918,-12.3
1919,-31.0
1920,-8.6
1921,-6.8
1922,-2.7
1923,-15.7
1924,-9.0
1925,-6.3
1926,-5.5
1927,-14.7
1928,-5.2
1929,-19.3
1930,-4.7
1931,-9.0
1932,-19.3
1933,-9.8
1934,-14.7
1935,-1.1
1936,-12.1
1937,-8.3
1938,-5.1
1939,-6.3
1940,-12.6
1941,-2.9
1942,-22.5
1943,-0.4
1944,-4.5
1945,-11.5
1946,-14.6
1947,-16.3
1948,-19.4
1949,-3.1
1950,-6.8
1951,-3.5
1952,-6.4
1953,-22.2
1954,-15.1
1955,-20.0
1956,-20.8
1957,-11.8
1958,-20.2
1959,-7.8
1960,-19.4
1961,-3.8
1962,-8.1
1963,-17.4
1964,-11.3
1965,-13.8
1966,-4.8
1967,-3.9
1968,-18.7
1969,-12.5
1970,-0.7
1971,-6.8
1972,-1.5
1973,-9.5
1974,-4.8
1975,-4.1
1976,-4.4
1977,-6.7
1978,-8.6
1979,-6.6
1980,-6.7
1981,-7.5
1982,-5.3
1983,-5.1
1984,-10.1
1985,-12.8
1986,-22.2
1987,-11.6
1988,-10.8
1989,0.1
1990,1.0
1991,1.6
1992,-6.1
1993,-6.2
1994,-9.4
1995,1.6
1996,-2.9
1997,3.4
1998,-15.4
1999,-1.6
2000,-14.2
2001,-20.0
2002,-1.6
2003,-4.6
2004,-7.3
2005,-13.2
2006,-5.0
2007,-14.2
2008,-0.8
2009,-5.6
2010,-11.6
2011,-18.6
2012,-3.4
2013,-10.5
2014,
2015,
2016,
2017,
2018,
2019,
