,09-18
1881,4.5
1882,8.6
1883,10.6
1884,2.3
1885,7.5
1886,6.1
1887,12.3
1888,1.7
1889,7.2
1890,5.7
1891,6.0
1892,9.3
1893,3.2
1894,1.7
1895,9.0
1896,8.1
1897,3.6
1898,4.0
1899,10.9
1900,3.3
1901,11.5
1902,8.3
1903,6.7
1904,3.1
1905,4.1
1906,5.1
1907,7.6
1908,4.1
1909,11.2
1910,3.6
1911,6.4
1912,7.9
1913,9.6
1914,6.3
1915,5.9
1916,4.9
1917,7.3
1918,4.3
1919,8.8
1920,11.7
1921,3.0
1922,9.9
1923,9.2
1924,10.9
1925,4.3
1926,4.9
1927,8.1
1928,11.1
1929,6.8
1930,4.7
1931,7.3
1932,6.3
1933,5.3
1934,8.8
1935,10.1
1936,7.6
1937,11.5
1938,10.2
1939,7.2
1940,10.2
1941,5.2
1942,8.5
1943,11.4
1944,6.0
1945,7.9
1946,5.3
1947,14.2
1948,10.2
1949,3.9
1950,7.3
1951,9.5
1952,7.4
1953,8.5
1954,9.8
1955,12.2
1956,3.3
1957,10.4
1958,5.9
1959,3.8
1960,9.4
1961,12.6
1962,10.1
1963,8.5
1964,11.2
1965,10.7
1966,5.9
1967,4.3
1968,5.6
1969,2.3
1970,13.2
1971,5.4
1972,10.2
1973,4.6
1974,8.4
1975,14.3
1976,2.9
1977,5.5
1978,8.6
1979,8.4
1980,7.4
1981,6.8
1982,7.1
1983,13.7
1984,7.4
1985,6.0
1986,2.8
1987,3.6
1988,6.5
1989,12.2
1990,7.9
1991,3.9
1992,11.0
1993,3.3
1994,11.1
1995,4.5
1996,2.4
1997,8.3
1998,11.5
1999,6.3
2000,5.5
2001,13.3
2002,7.5
2003,9.3
2004,11.0
2005,4.2
2006,10.3
2007,10.7
2008,6.9
2009,6.6
2010,9.9
2011,8.2
2012,13.5
2013,12.4
2014,
2015,
2016,
2017,
2018,
