,07-27
1881,17.3
1882,16.6
1883,18.5
1884,15.8
1885,13.6
1886,16.9
1887,14.4
1888,14.6
1889,11.4
1890,11.8
1891,13.9
1892,15.0
1893,17.4
1894,12.4
1895,14.5
1896,16.7
1897,11.0
1898,12.6
1899,15.5
1900,9.8
1901,17.8
1902,13.8
1903,12.0
1904,12.5
1905,13.5
1906,15.8
1907,14.5
1908,15.4
1909,13.3
1910,12.4
1911,11.6
1912,14.6
1913,12.1
1914,16.7
1915,20.7
1916,15.3
1917,11.3
1918,14.5
1919,12.6
1920,11.5
1921,13.9
1922,14.7
1923,11.8
1924,14.0
1925,18.2
1926,15.8
1927,14.4
1928,12.5
1929,12.6
1930,13.4
1931,16.9
1932,19.0
1933,15.5
1934,18.5
1935,15.6
1936,19.8
1937,13.3
1938,20.2
1939,16.3
1940,14.9
1941,14.8
1942,14.5
1943,12.7
1944,6.7
1945,10.7
1946,18.7
1947,15.0
1948,9.8
1949,11.8
1950,15.8
1951,9.2
1952,12.5
1953,15.4
1954,13.1
1955,10.2
1956,9.5
1957,18.4
1958,14.4
1959,15.6
1960,20.8
1961,13.1
1962,10.0
1963,17.0
1964,16.5
1965,11.4
1966,16.3
1967,13.5
1968,10.1
1969,11.7
1970,16.3
1971,16.8
1972,17.5
1973,18.0
1974,12.6
1975,18.4
1976,17.6
1977,19.4
1978,12.4
1979,12.4
1980,15.8
1981,18.9
1982,13.0
1983,12.5
1984,13.1
1985,12.1
1986,16.7
1987,13.3
1988,17.4
1989,15.9
1990,12.4
1991,12.5
1992,15.4
1993,13.0
1994,18.7
1995,10.0
1996,15.6
1997,17.6
1998,12.6
1999,11.5
2000,12.2
2001,19.2
2002,16.1
2003,20.7
2004,17.2
2005,17.1
2006,12.1
2007,17.4
2008,14.7
2009,16.1
2010,23.2
2011,20.6
2012,16.7
2013,13.6
2014,
2015,
2016,
2017,
2018,
