,08-21
1881,9.6
1882,16.6
1883,13.5
1884,7.1
1885,10.0
1886,16.6
1887,14.1
1888,6.6
1889,9.0
1890,13.4
1891,8.9
1892,12.5
1893,14.3
1894,17.3
1895,7.5
1896,12.4
1897,15.0
1898,9.3
1899,11.7
1900,11.7
1901,13.6
1902,14.5
1903,12.2
1904,10.1
1905,11.5
1906,10.5
1907,11.2
1908,7.2
1909,13.5
1910,7.0
1911,9.7
1912,10.0
1913,15.7
1914,6.3
1915,10.5
1916,16.3
1917,16.2
1918,7.3
1919,12.1
1920,13.4
1921,9.6
1922,12.3
1923,10.8
1924,14.6
1925,12.1
1926,12.7
1927,13.4
1928,12.1
1929,11.3
1930,19.1
1931,12.2
1932,15.7
1933,12.2
1934,9.0
1935,13.2
1936,10.6
1937,15.6
1938,16.1
1939,11.4
1940,12.3
1941,14.4
1942,10.5
1943,12.2
1944,15.4
1945,14.5
1946,16.9
1947,10.4
1948,16.8
1949,4.9
1950,15.6
1951,12.2
1952,8.8
1953,12.2
1954,13.3
1955,17.0
1956,13.2
1957,15.0
1958,10.1
1959,15.8
1960,13.7
1961,11.8
1962,8.2
1963,13.5
1964,14.7
1965,15.4
1966,13.4
1967,13.9
1968,16.0
1969,10.1
1970,12.0
1971,14.7
1972,18.3
1973,13.6
1974,6.6
1975,10.0
1976,6.2
1977,7.8
1978,13.5
1979,18.4
1980,13.2
1981,13.6
1982,13.5
1983,12.1
1984,7.9
1985,17.1
1986,11.2
1987,12.2
1988,13.9
1989,15.0
1990,13.5
1991,14.0
1992,10.5
1993,9.9
1994,10.3
1995,8.5
1996,18.2
1997,16.1
1998,13.4
1999,11.4
2000,12.5
2001,15.0
2002,14.0
2003,14.6
2004,15.4
2005,14.5
2006,15.9
2007,16.1
2008,16.6
2009,8.6
2010,12.8
2011,13.6
2012,11.2
2013,14.1
2014,
2015,
2016,
2017,
2018,12.0
