,03-15
1881,-22.0
1882,1.2
1883,-11.4
1884,-15.8
1885,-13.1
1886,-9.8
1887,-19.2
1888,-17.1
1889,-19.3
1890,1.5
1891,-5.4
1892,-4.0
1893,-13.7
1894,-1.2
1895,-6.3
1896,-8.4
1897,-7.5
1898,-9.4
1899,-4.0
1900,-5.2
1901,-11.4
1902,-5.4
1903,-7.2
1904,-1.6
1905,-2.6
1906,-10.8
1907,-7.9
1908,-15.2
1909,-7.4
1910,-1.1
1911,-7.3
1912,-3.5
1913,-1.4
1914,-7.8
1915,-5.5
1916,-6.1
1917,-18.8
1918,-1.1
1919,-15.3
1920,-8.1
1921,-2.6
1922,-7.3
1923,-8.6
1924,-8.9
1925,-12.0
1926,-11.5
1927,-3.0
1928,-10.7
1929,-9.4
1930,-6.0
1931,-10.6
1932,-7.3
1933,-0.6
1934,-4.3
1935,-4.3
1936,1.5
1937,1.2
1938,1.1
1939,-10.0
1940,-22.4
1941,-10.1
1942,-24.7
1943,-1.1
1944,-0.5
1945,-4.4
1946,-10.4
1947,-9.4
1948,-13.1
1949,-3.1
1950,-19.3
1951,-10.7
1952,-19.0
1953,-1.6
1954,-2.2
1955,-10.1
1956,-10.9
1957,-13.2
1958,-1.2
1959,-6.7
1960,-4.7
1961,-2.2
1962,-13.0
1963,-22.0
1964,-13.6
1965,-5.9
1966,-15.4
1967,-2.5
1968,-11.1
1969,-21.6
1970,-3.9
1971,-6.2
1972,-3.6
1973,-8.1
1974,-1.0
1975,-1.1
1976,-9.0
1977,1.5
1978,-8.2
1979,-6.8
1980,-11.4
1981,-9.5
1982,-1.6
1983,-0.7
1984,-7.0
1985,0.4
1986,-3.7
1987,-12.7
1988,-3.3
1989,3.1
1990,-6.2
1991,-3.9
1992,-1.5
1993,0.0
1994,-0.2
1995,-1.5
1996,-2.9
1997,-5.3
1998,-17.0
1999,-7.5
2000,0.4
2001,-0.9
2002,-11.8
2003,-0.7
2004,1.0
2005,-15.5
2006,-4.8
2007,-0.4
2008,-0.2
2009,-3.6
2010,-9.9
2011,-1.4
2012,-5.7
2013,-15.3
2014,
2015,
2016,
2017,0.1
2018,
2019,-0.3
