,08-20
1881,13.2
1882,15.9
1883,12.9
1884,7.5
1885,12.0
1886,14.5
1887,13.9
1888,8.7
1889,11.9
1890,13.1
1891,10.5
1892,10.3
1893,13.4
1894,14.6
1895,7.8
1896,12.4
1897,15.7
1898,10.0
1899,9.5
1900,15.7
1901,16.6
1902,9.8
1903,10.7
1904,11.8
1905,9.6
1906,13.3
1907,12.1
1908,8.5
1909,11.8
1910,12.5
1911,9.8
1912,9.7
1913,12.6
1914,8.1
1915,12.5
1916,11.9
1917,14.7
1918,10.8
1919,11.9
1920,14.6
1921,9.6
1922,14.1
1923,8.6
1924,14.6
1925,12.6
1926,12.4
1927,14.2
1928,10.6
1929,14.1
1930,19.3
1931,10.3
1932,12.8
1933,13.5
1934,10.3
1935,12.5
1936,10.7
1937,12.8
1938,14.1
1939,14.8
1940,16.2
1941,14.4
1942,15.7
1943,10.6
1944,13.5
1945,12.5
1946,13.1
1947,9.0
1948,11.6
1949,5.8
1950,12.7
1951,11.0
1952,6.7
1953,13.2
1954,12.9
1955,14.6
1956,13.8
1957,14.4
1958,8.2
1959,18.2
1960,15.0
1961,11.9
1962,10.3
1963,13.3
1964,14.4
1965,8.4
1966,12.4
1967,12.6
1968,14.5
1969,10.7
1970,11.2
1971,13.9
1972,18.8
1973,14.3
1974,11.2
1975,12.2
1976,11.0
1977,6.8
1978,11.6
1979,16.0
1980,12.7
1981,13.9
1982,14.5
1983,8.9
1984,14.3
1985,16.6
1986,13.0
1987,7.8
1988,10.2
1989,13.0
1990,14.3
1991,14.7
1992,11.2
1993,10.5
1994,7.4
1995,9.7
1996,16.9
1997,11.7
1998,10.4
1999,13.6
2000,14.5
2001,11.8
2002,19.1
2003,16.2
2004,16.5
2005,11.6
2006,14.7
2007,13.2
2008,14.1
2009,10.4
2010,10.3
2011,12.4
2012,11.5
2013,15.1
2014,
2015,
2016,
2017,
2018,
