,DATE,TMIN
301,1881-10-29,-9.6
666,1882-10-29,1.4
1031,1883-10-29,0.4
1397,1884-10-29,1.2
1762,1885-10-29,3.2
2127,1886-10-29,1.7
2492,1887-10-29,1.9
2858,1888-10-29,-7.4
3223,1889-10-29,-3.4
3588,1890-10-29,1.5
3953,1891-10-29,-5.5
4319,1892-10-29,0.6
4684,1893-10-29,2.6
5049,1894-10-29,-3.5
5414,1895-10-29,-0.4
5780,1896-10-29,4.7
6145,1897-10-29,5.3
6510,1898-10-29,-0.3
6875,1899-10-29,0.5
7240,1900-10-29,3.5
7605,1901-10-29,5.2
7970,1902-10-29,3.6
8335,1903-10-29,4.8
8701,1904-10-29,4.5
9066,1905-10-29,1.0
9431,1906-10-29,0.7
9796,1907-10-29,-0.4
10162,1908-10-29,1.7
10527,1909-10-29,6.9
10892,1910-10-29,-1.3
11257,1911-10-29,-0.3
11623,1912-10-29,-7.9
11988,1913-10-29,5.1
12353,1914-10-29,-0.8
12718,1915-10-29,-7.6
13084,1916-10-29,-1.8
13449,1917-10-29,6.4
13814,1918-10-29,8.3
14179,1919-10-29,-2.0
14545,1920-10-29,-12.9
14910,1921-10-29,-9.0
15275,1922-10-29,-4.6
15640,1923-10-29,-4.6
16006,1924-10-29,4.9
16371,1925-10-29,6.6
16736,1926-10-29,-6.6
17101,1927-10-29,-2.6
17467,1928-10-29,4.8
17832,1929-10-29,4.0
18197,1930-10-29,6.1
18562,1931-10-29,-2.8
18928,1932-10-29,-2.0
19293,1933-10-29,6.8
19658,1934-10-29,5.0
20023,1935-10-29,0.1
20389,1936-10-29,2.3
20754,1937-10-29,8.3
21119,1938-10-29,2.1
21484,1939-10-29,-0.4
21850,1940-10-29,-2.4
22215,1941-10-29,-3.9
22580,1942-10-29,6.2
22945,1943-10-29,5.6
23311,1944-10-29,-1.6
23676,1945-10-29,-2.3
24041,1946-10-29,0.4
24406,1947-10-29,0.8
24772,1948-10-29,-1.5
25137,1949-10-29,-2.1
25502,1950-10-29,-0.8
25867,1951-10-29,0.1
26233,1952-10-29,-3.3
26598,1953-10-29,1.3
26963,1954-10-29,-1.3
27328,1955-10-29,2.0
27694,1956-10-29,-3.8
28059,1957-10-29,8.6
28424,1958-10-29,-2.5
28789,1959-10-29,4.1
29155,1960-10-29,-5.0
29520,1961-10-29,6.8
29885,1962-10-29,0.4
30250,1963-10-29,-0.9
30616,1964-10-29,4.6
30981,1965-10-29,8.4
31346,1966-10-29,-4.1
31711,1967-10-29,9.7
32077,1968-10-29,-4.1
32442,1969-10-29,-1.0
32807,1970-10-29,-2.6
33172,1971-10-29,3.9
33538,1972-10-29,1.1
33903,1973-10-29,0.5
34268,1974-10-29,2.8
34633,1975-10-29,-5.4
34999,1976-10-29,-3.4
35364,1977-10-29,5.7
35729,1978-10-29,-0.4
36094,1979-10-29,-6.2
36460,1980-10-29,-1.8
36825,1981-10-29,1.5
37190,1982-10-29,6.5
37555,1983-10-29,-1.4
37921,1984-10-29,1.8
38286,1985-10-29,-2.9
38651,1986-10-29,3.6
39016,1987-10-29,-0.1
39382,1988-10-29,-1.4
39747,1989-10-29,2.6
40112,1990-10-29,-0.3
40477,1991-10-29,0.4
40843,1992-10-29,-5.8
41208,1993-10-29,-1.2
41573,1994-10-29,4.2
41938,1995-10-29,5.1
42304,1996-10-29,4.6
42669,1997-10-29,-6.4
43034,1998-10-29,1.0
43399,1999-10-29,4.5
43765,2000-10-29,-0.5
44130,2001-10-29,6.5
44495,2002-10-29,1.5
44860,2003-10-29,5.0
45226,2004-10-29,3.1
45591,2005-10-29,0.3
45956,2006-10-29,-1.8
46321,2007-10-29,5.6
46687,2008-10-29,7.0
47052,2009-10-29,-0.5
47417,2010-10-29,3.9
47782,2011-10-29,5.8
48148,2012-10-29,-3.2
48513,2013-10-29,9.5
48878,2014-10-29,
49222,2015-10-29,
49588,2016-10-29,
49953,2017-10-29,
50317,2018-10-29,
