,08-31
1881,11.2
1882,12.6
1883,11.6
1884,6.4
1885,4.3
1886,5.2
1887,14.2
1888,12.0
1889,14.1
1890,13.7
1891,11.3
1892,9.5
1893,2.6
1894,9.2
1895,10.1
1896,13.1
1897,14.0
1898,12.5
1899,8.7
1900,8.9
1901,11.1
1902,7.1
1903,10.6
1904,8.5
1905,9.1
1906,8.0
1907,9.6
1908,11.1
1909,12.7
1910,10.5
1911,12.1
1912,12.0
1913,15.7
1914,9.8
1915,15.3
1916,11.5
1917,14.1
1918,5.9
1919,15.0
1920,12.5
1921,10.9
1922,13.3
1923,10.5
1924,6.1
1925,10.7
1926,10.0
1927,11.4
1928,11.1
1929,12.8
1930,14.8
1931,9.0
1932,8.4
1933,13.0
1934,13.8
1935,10.1
1936,9.8
1937,14.7
1938,17.9
1939,16.7
1940,9.6
1941,11.0
1942,4.8
1943,11.8
1944,13.0
1945,13.9
1946,15.3
1947,11.8
1948,7.6
1949,15.6
1950,11.8
1951,15.2
1952,6.0
1953,10.6
1954,11.3
1955,13.9
1956,10.4
1957,15.5
1958,9.9
1959,9.9
1960,8.9
1961,9.8
1962,9.5
1963,17.1
1964,9.4
1965,12.3
1966,10.9
1967,12.2
1968,16.0
1969,12.8
1970,13.8
1971,11.6
1972,6.5
1973,9.9
1974,13.5
1975,8.1
1976,16.0
1977,12.1
1978,12.4
1979,13.2
1980,6.4
1981,11.1
1982,9.3
1983,14.5
1984,14.1
1985,9.5
1986,10.2
1987,8.3
1988,12.4
1989,7.3
1990,8.4
1991,11.2
1992,14.2
1993,4.7
1994,8.7
1995,14.6
1996,12.2
1997,12.7
1998,8.6
1999,10.7
2000,14.6
2001,7.4
2002,15.6
2003,11.0
2004,16.0
2005,11.6
2006,16.7
2007,8.1
2008,7.9
2009,12.0
2010,6.4
2011,12.8
2012,7.8
2013,10.8
2014,
2015,
2016,
2017,
2018,
