,05-22
1881,3.2
1882,6.4
1883,4.0
1884,2.9
1885,13.2
1886,7.4
1887,14.9
1888,0.6
1889,6.6
1890,14.0
1891,6.4
1892,9.6
1893,1.9
1894,6.9
1895,9.0
1896,6.4
1897,9.0
1898,8.2
1899,4.5
1900,3.7
1901,2.5
1902,4.3
1903,8.5
1904,1.8
1905,3.1
1906,9.5
1907,7.9
1908,6.3
1909,1.6
1910,3.6
1911,2.6
1912,8.1
1913,5.6
1914,5.2
1915,6.6
1916,2.5
1917,-0.1
1918,6.4
1919,7.4
1920,11.9
1921,9.6
1922,10.3
1923,4.2
1924,1.6
1925,2.2
1926,13.4
1927,5.0
1928,8.5
1929,5.7
1930,16.1
1931,2.4
1932,7.9
1933,5.4
1934,7.1
1935,5.9
1936,13.4
1937,14.1
1938,2.2
1939,8.2
1940,9.8
1941,2.2
1942,5.7
1943,5.4
1944,3.1
1945,2.1
1946,3.2
1947,5.5
1948,8.7
1949,11.6
1950,8.1
1951,2.4
1952,4.0
1953,12.0
1954,9.1
1955,3.6
1956,3.5
1957,11.8
1958,8.8
1959,0.8
1960,1.7
1961,5.1
1962,5.9
1963,7.2
1964,1.6
1965,2.5
1966,7.9
1967,7.0
1968,2.0
1969,3.7
1970,9.3
1971,3.5
1972,13.6
1973,12.7
1974,0.5
1975,9.5
1976,4.3
1977,4.0
1978,8.9
1979,9.0
1980,-1.2
1981,9.5
1982,3.7
1983,9.3
1984,13.9
1985,-0.3
1986,7.8
1987,8.2
1988,15.1
1989,1.4
1990,7.4
1991,7.2
1992,6.7
1993,5.0
1994,4.5
1995,10.5
1996,3.4
1997,1.5
1998,5.0
1999,8.2
2000,10.4
2001,1.5
2002,9.5
2003,11.2
2004,6.7
2005,8.7
2006,11.7
2007,11.2
2008,5.2
2009,8.8
2010,13.2
2011,8.5
2012,14.7
2013,11.7
2014,
2015,
2016,
2017,
2018,
