,03-19
1881,-2.3
1882,-10.6
1883,-15.5
1884,-5.8
1885,0.4
1886,-9.7
1887,-11.3
1888,-24.0
1889,-20.8
1890,-0.3
1891,-2.8
1892,-3.3
1893,-11.7
1894,-7.8
1895,-15.0
1896,-5.0
1897,-1.6
1898,-10.4
1899,-13.1
1900,-2.4
1901,-9.4
1902,-17.7
1903,-7.3
1904,-9.9
1905,-3.8
1906,-4.9
1907,-7.0
1908,-10.3
1909,-5.7
1910,0.2
1911,-11.2
1912,-0.6
1913,-1.4
1914,-7.0
1915,-19.6
1916,-4.5
1917,-17.8
1918,-3.6
1919,-23.9
1920,0.4
1921,-3.9
1922,-17.7
1923,-3.0
1924,-13.1
1925,-9.0
1926,-18.1
1927,-9.6
1928,-3.8
1929,-4.1
1930,-7.9
1931,-8.7
1932,-4.5
1933,1.7
1934,1.1
1935,-7.1
1936,-2.4
1937,0.6
1938,-4.4
1939,-5.0
1940,-19.7
1941,-3.5
1942,-18.9
1943,-4.1
1944,-3.3
1945,-19.7
1946,-8.9
1947,-11.8
1948,-17.1
1949,-5.2
1950,2.4
1951,-10.7
1952,-14.9
1953,-4.4
1954,-15.8
1955,-10.9
1956,-11.9
1957,-16.6
1958,-14.3
1959,-1.8
1960,-8.2
1961,-4.8
1962,-16.3
1963,-26.4
1964,-7.1
1965,1.7
1966,-17.3
1967,-3.6
1968,-5.0
1969,-7.0
1970,2.0
1971,0.5
1972,-2.2
1973,-6.7
1974,-0.4
1975,-4.0
1976,-18.0
1977,2.6
1978,-13.5
1979,-16.0
1980,-14.1
1981,-8.2
1982,-1.4
1983,0.3
1984,-14.1
1985,-4.5
1986,-4.8
1987,-6.1
1988,-2.4
1989,-0.8
1990,2.0
1991,-1.7
1992,3.0
1993,0.2
1994,-3.8
1995,-1.1
1996,-11.5
1997,-7.6
1998,-3.3
1999,0.2
2000,-4.7
2001,-11.5
2002,4.4
2003,-0.3
2004,0.7
2005,-12.0
2006,-4.1
2007,0.9
2008,-1.2
2009,-0.2
2010,-3.3
2011,-1.9
2012,-2.4
2013,-10.1
2014,
2015,
2016,
2017,
2018,-1.4
2019,
