,01-16
1881,-16.4
1882,-4.3
1883,-24.6
1884,-19.8
1885,-14.6
1886,-5.8
1887,-4.7
1888,-11.0
1889,-13.3
1890,-6.0
1891,-9.0
1892,-6.8
1893,-30.5
1894,-11.7
1895,-10.0
1896,-12.6
1897,-12.0
1898,-5.0
1899,-4.9
1900,-12.3
1901,-2.4
1902,-24.9
1903,-6.5
1904,0.4
1905,-9.8
1906,-5.1
1907,-20.3
1908,-2.9
1909,-5.3
1910,-4.5
1911,-7.9
1912,
1913,
1914,-18.0
1915,-7.3
1916,-17.3
1917,-20.1
1918,-16.6
1919,-8.2
1920,-12.9
1921,-16.9
1922,-22.8
1923,-6.4
1924,-4.2
1925,0.0
1926,-17.7
1927,-18.9
1928,-11.4
1929,-14.4
1930,-0.2
1931,-7.6
1932,-2.7
1933,-12.6
1934,-5.5
1935,-8.6
1936,-8.9
1937,-8.3
1938,-11.9
1939,-6.5
1940,-34.7
1941,-20.7
1942,-16.1
1943,-13.9
1944,-7.3
1945,-14.3
1946,-9.2
1947,-8.2
1948,-20.2
1949,-3.5
1950,-21.7
1951,-2.6
1952,-7.0
1953,-5.5
1954,-7.8
1955,-9.5
1956,
1957,-7.0
1958,-4.3
1959,-13.3
1960,-23.3
1961,-11.3
1962,-6.9
1963,-22.1
1964,-14.5
1965,-1.8
1966,-22.8
1967,-23.5
1968,-25.7
1969,-1.4
1970,-18.2
1971,-1.2
1972,-23.0
1973,-10.1
1974,-10.3
1975,2.8
1976,-22.2
1977,-11.6
1978,-4.1
1979,-10.1
1980,-14.5
1981,-5.2
1982,-6.6
1983,-1.5
1984,-1.6
1985,-7.4
1986,-15.7
1987,-17.3
1988,-0.6
1989,1.0
1990,-17.1
1991,-4.1
1992,-7.7
1993,-1.5
1994,1.5
1995,-5.6
1996,-1.9
1997,-3.4
1998,1.4
1999,-1.3
2000,-2.1
2001,0.0
2002,0.1
2003,-8.4
2004,-5.8
2005,-5.2
2006,-2.5
2007,-1.9
2008,0.0
2009,-4.7
2010,-7.5
2011,-19.2
2012,-2.6
2013,-7.1
2014,-10.3
2015,
2016,-21.7
2017,
2018,
2019,
