,05-29
1881,1.2
1882,11.8
1883,10.2
1884,3.3
1885,7.6
1886,12.0
1887,5.5
1888,4.3
1889,17.3
1890,5.5
1891,11.4
1892,7.7
1893,9.4
1894,4.4
1895,5.4
1896,12.9
1897,14.2
1898,9.4
1899,9.0
1900,6.8
1901,10.2
1902,9.0
1903,11.4
1904,6.4
1905,8.6
1906,6.6
1907,2.5
1908,9.6
1909,7.0
1910,4.0
1911,11.1
1912,9.6
1913,5.6
1914,4.5
1915,7.7
1916,3.4
1917,9.1
1918,1.2
1919,11.1
1920,9.6
1921,12.9
1922,8.0
1923,2.8
1924,9.6
1925,8.6
1926,6.9
1927,6.1
1928,12.8
1929,11.0
1930,12.1
1931,11.0
1932,9.5
1933,3.3
1934,7.3
1935,2.4
1936,7.5
1937,1.5
1938,11.5
1939,8.0
1940,9.3
1941,5.1
1942,12.7
1943,1.2
1944,7.2
1945,7.9
1946,3.5
1947,7.7
1948,7.4
1949,9.8
1950,6.4
1951,5.6
1952,7.5
1953,3.6
1954,6.5
1955,4.4
1956,3.2
1957,2.8
1958,13.3
1959,4.0
1960,12.0
1961,13.4
1962,9.5
1963,12.0
1964,11.4
1965,6.0
1966,11.6
1967,6.6
1968,10.3
1969,8.3
1970,8.1
1971,15.0
1972,10.0
1973,9.2
1974,4.3
1975,1.5
1976,3.8
1977,6.8
1978,9.7
1979,14.6
1980,6.2
1981,11.4
1982,11.1
1983,16.0
1984,13.0
1985,11.1
1986,9.4
1987,1.6
1988,10.9
1989,9.8
1990,1.9
1991,7.7
1992,8.9
1993,3.5
1994,4.7
1995,16.1
1996,8.6
1997,6.6
1998,7.9
1999,7.0
2000,8.9
2001,2.8
2002,6.4
2003,8.4
2004,9.3
2005,8.4
2006,6.8
2007,17.9
2008,9.3
2009,10.2
2010,9.5
2011,8.6
2012,8.9
2013,15.3
2014,9.0
2015,
2016,13.0
2017,
2018,11.6
