,06-12
1881,6.6
1882,11.5
1883,15.6
1884,5.0
1885,2.9
1886,9.2
1887,5.1
1888,11.6
1889,8.6
1890,14.2
1891,4.4
1892,5.5
1893,8.1
1894,11.3
1895,16.2
1896,12.5
1897,9.4
1898,14.1
1899,6.0
1900,9.5
1901,13.6
1902,7.6
1903,14.0
1904,8.3
1905,8.9
1906,11.3
1907,14.2
1908,7.3
1909,8.6
1910,14.0
1911,3.8
1912,14.1
1913,8.9
1914,11.1
1915,10.2
1916,11.5
1917,11.4
1918,8.1
1919,10.8
1920,7.7
1921,13.6
1922,11.3
1923,9.5
1924,10.9
1925,8.6
1926,5.0
1927,6.4
1928,11.6
1929,9.5
1930,14.1
1931,10.0
1932,8.5
1933,14.1
1934,3.3
1935,9.8
1936,13.9
1937,17.0
1938,12.2
1939,13.6
1940,4.5
1941,12.2
1942,8.3
1943,10.5
1944,12.0
1945,9.5
1946,12.1
1947,12.4
1948,10.8
1949,10.6
1950,7.2
1951,12.8
1952,7.9
1953,9.2
1954,18.1
1955,5.8
1956,13.8
1957,17.6
1958,9.2
1959,16.3
1960,15.0
1961,17.5
1962,7.7
1963,9.4
1964,14.8
1965,10.7
1966,12.7
1967,5.6
1968,7.5
1969,10.9
1970,15.5
1971,7.8
1972,9.5
1973,9.7
1974,10.6
1975,12.0
1976,5.7
1977,13.8
1978,10.5
1979,12.3
1980,11.0
1981,11.1
1982,5.7
1983,12.2
1984,3.0
1985,8.6
1986,12.9
1987,10.5
1988,6.1
1989,12.6
1990,11.5
1991,11.8
1992,14.0
1993,6.5
1994,10.0
1995,14.6
1996,15.0
1997,14.6
1998,17.3
1999,13.1
2000,11.4
2001,11.3
2002,15.4
2003,8.9
2004,13.0
2005,15.6
2006,9.6
2007,14.2
2008,11.5
2009,15.2
2010,14.4
2011,14.6
2012,13.7
2013,11.6
2014,
2015,
2016,8.5
2017,
2018,
