,09-16
1881,11.6
1882,10.2
1883,9.9
1884,5.7
1885,8.8
1886,4.4
1887,9.9
1888,3.1
1889,1.5
1890,7.7
1891,2.7
1892,7.7
1893,6.1
1894,3.8
1895,5.9
1896,7.0
1897,3.1
1898,8.0
1899,10.0
1900,7.0
1901,6.5
1902,6.8
1903,6.1
1904,2.5
1905,8.2
1906,6.6
1907,8.5
1908,5.6
1909,3.8
1910,9.0
1911,7.1
1912,9.0
1913,12.8
1914,11.8
1915,7.8
1916,7.4
1917,8.2
1918,6.3
1919,4.0
1920,8.6
1921,8.1
1922,8.2
1923,6.7
1924,9.7
1925,10.8
1926,2.9
1927,5.4
1928,9.9
1929,10.2
1930,3.6
1931,5.0
1932,6.0
1933,5.6
1934,8.3
1935,8.6
1936,8.1
1937,11.3
1938,8.1
1939,2.8
1940,6.7
1941,5.5
1942,4.0
1943,9.1
1944,5.5
1945,10.2
1946,11.4
1947,12.7
1948,8.9
1949,8.3
1950,12.8
1951,12.3
1952,-0.9
1953,3.3
1954,8.6
1955,16.7
1956,6.2
1957,9.3
1958,0.6
1959,3.9
1960,9.0
1961,7.5
1962,3.2
1963,8.5
1964,12.6
1965,2.2
1966,11.0
1967,8.3
1968,1.9
1969,9.4
1970,11.0
1971,2.9
1972,11.9
1973,1.5
1974,6.0
1975,12.3
1976,7.4
1977,5.8
1978,9.8
1979,5.5
1980,10.7
1981,6.4
1982,8.6
1983,10.3
1984,8.1
1985,11.1
1986,7.6
1987,8.2
1988,11.4
1989,11.7
1990,7.7
1991,11.5
1992,13.2
1993,3.8
1994,13.3
1995,3.9
1996,6.7
1997,8.3
1998,11.9
1999,8.1
2000,4.5
2001,13.5
2002,6.4
2003,13.8
2004,10.7
2005,6.5
2006,3.6
2007,8.5
2008,6.0
2009,10.4
2010,11.4
2011,10.5
2012,11.2
2013,10.4
2014,
2015,
2016,
2017,
2018,
