,09-26
1881,3.7
1882,5.2
1883,1.0
1884,7.3
1885,5.1
1886,2.9
1887,4.6
1888,0.9
1889,7.2
1890,8.2
1891,1.2
1892,6.2
1893,2.6
1894,1.8
1895,7.2
1896,9.3
1897,9.9
1898,3.0
1899,5.8
1900,9.5
1901,11.8
1902,6.9
1903,10.9
1904,8.9
1905,3.5
1906,1.1
1907,2.6
1908,3.4
1909,7.2
1910,2.4
1911,10.2
1912,1.1
1913,1.7
1914,11.1
1915,5.4
1916,5.0
1917,10.3
1918,8.0
1919,8.6
1920,5.4
1921,5.2
1922,6.7
1923,10.6
1924,11.6
1925,11.3
1926,10.2
1927,11.2
1928,2.1
1929,5.7
1930,6.6
1931,3.5
1932,6.9
1933,9.3
1934,10.9
1935,2.1
1936,4.9
1937,10.8
1938,9.0
1939,-0.4
1940,7.6
1941,2.1
1942,8.5
1943,10.9
1944,10.8
1945,3.3
1946,5.7
1947,4.9
1948,1.4
1949,8.9
1950,7.1
1951,9.0
1952,5.6
1953,7.1
1954,7.6
1955,9.0
1956,9.2
1957,1.1
1958,5.5
1959,0.9
1960,7.6
1961,8.5
1962,5.1
1963,8.0
1964,6.6
1965,8.1
1966,-1.1
1967,11.0
1968,8.4
1969,7.2
1970,3.6
1971,10.0
1972,4.8
1973,-0.8
1974,12.7
1975,13.6
1976,2.8
1977,0.6
1978,3.0
1979,6.5
1980,4.3
1981,9.4
1982,3.8
1983,7.5
1984,8.3
1985,3.9
1986,-0.4
1987,9.3
1988,8.2
1989,12.5
1990,3.6
1991,10.4
1992,11.9
1993,1.6
1994,5.4
1995,12.0
1996,2.5
1997,8.4
1998,2.1
1999,7.5
2000,4.3
2001,1.0
2002,2.4
2003,10.4
2004,9.8
2005,10.5
2006,4.1
2007,11.3
2008,3.8
2009,5.0
2010,9.2
2011,6.2
2012,7.9
2013,3.7
2014,
2015,
2016,
2017,
2018,
