,06-18
1881,7.8
1882,8.5
1883,17.4
1884,12.1
1885,7.7
1886,14.6
1887,8.7
1888,11.4
1889,14.0
1890,9.0
1891,13.4
1892,7.8
1893,8.0
1894,13.4
1895,14.7
1896,14.8
1897,10.9
1898,12.0
1899,14.0
1900,5.2
1901,10.5
1902,9.8
1903,14.7
1904,11.2
1905,16.9
1906,14.8
1907,14.2
1908,14.4
1909,8.6
1910,10.7
1911,5.1
1912,11.6
1913,6.9
1914,8.6
1915,7.2
1916,7.9
1917,15.8
1918,9.7
1919,11.5
1920,11.6
1921,8.6
1922,12.7
1923,10.7
1924,9.4
1925,11.1
1926,6.4
1927,10.3
1928,7.3
1929,11.7
1930,10.8
1931,8.6
1932,15.0
1933,16.6
1934,11.0
1935,14.3
1936,12.0
1937,14.8
1938,10.3
1939,15.2
1940,7.3
1941,10.1
1942,12.2
1943,10.3
1944,8.6
1945,9.4
1946,16.1
1947,12.2
1948,11.5
1949,9.9
1950,10.4
1951,11.6
1952,11.4
1953,14.6
1954,11.5
1955,5.9
1956,12.4
1957,11.8
1958,8.0
1959,8.4
1960,10.1
1961,14.5
1962,10.7
1963,6.8
1964,11.0
1965,17.7
1966,9.9
1967,10.5
1968,14.2
1969,9.0
1970,13.6
1971,10.5
1972,12.1
1973,7.4
1974,14.3
1975,13.0
1976,9.7
1977,12.7
1978,4.5
1979,10.8
1980,14.1
1981,10.3
1982,6.0
1983,15.5
1984,10.0
1985,13.4
1986,14.7
1987,12.0
1988,12.4
1989,13.4
1990,11.6
1991,12.8
1992,11.4
1993,12.0
1994,8.9
1995,15.0
1996,9.1
1997,8.4
1998,14.4
1999,17.3
2000,5.9
2001,14.0
2002,14.9
2003,9.3
2004,9.1
2005,14.0
2006,13.8
2007,13.5
2008,12.2
2009,9.6
2010,11.5
2011,12.6
2012,12.7
2013,14.1
2014,
2015,
2016,
2017,
2018,
