,08-16
1881,12.1
1882,15.4
1883,13.1
1884,10.9
1885,9.6
1886,11.9
1887,8.9
1888,11.9
1889,13.3
1890,15.5
1891,11.4
1892,12.0
1893,7.9
1894,14.5
1895,9.2
1896,9.0
1897,14.8
1898,12.9
1899,10.2
1900,13.9
1901,14.3
1902,10.0
1903,11.5
1904,11.8
1905,11.1
1906,12.7
1907,11.2
1908,12.0
1909,7.1
1910,8.8
1911,13.1
1912,13.5
1913,12.0
1914,9.9
1915,9.9
1916,13.1
1917,13.3
1918,13.4
1919,8.4
1920,11.6
1921,14.8
1922,8.1
1923,10.3
1924,15.7
1925,16.2
1926,12.0
1927,14.6
1928,14.5
1929,13.8
1930,18.7
1931,11.5
1932,15.9
1933,12.6
1934,12.4
1935,14.5
1936,12.9
1937,14.0
1938,13.3
1939,15.0
1940,14.4
1941,13.8
1942,12.3
1943,12.3
1944,10.7
1945,17.8
1946,14.8
1947,11.5
1948,10.5
1949,12.1
1950,12.2
1951,14.5
1952,8.0
1953,16.1
1954,17.5
1955,15.3
1956,10.9
1957,15.6
1958,11.1
1959,13.2
1960,13.8
1961,10.0
1962,11.7
1963,11.0
1964,9.9
1965,8.4
1966,10.4
1967,15.9
1968,13.0
1969,9.3
1970,13.5
1971,14.5
1972,16.0
1973,13.8
1974,14.3
1975,14.6
1976,13.3
1977,8.8
1978,9.4
1979,14.3
1980,11.9
1981,15.6
1982,13.1
1983,10.6
1984,5.0
1985,17.6
1986,8.5
1987,11.6
1988,13.2
1989,16.1
1990,15.1
1991,13.1
1992,13.4
1993,11.2
1994,12.7
1995,10.8
1996,17.0
1997,9.7
1998,10.5
1999,10.7
2000,15.6
2001,15.5
2002,16.3
2003,11.9
2004,11.8
2005,13.9
2006,17.0
2007,19.4
2008,15.0
2009,12.9
2010,17.4
2011,17.2
2012,14.6
2013,15.4
2014,
2015,
2016,
2017,
2018,
