,02-12
1881,-0.4
1882,-0.6
1883,-12.3
1884,-0.1
1885,-8.9
1886,-8.2
1887,-12.6
1888,-19.9
1889,-19.0
1890,-5.3
1891,-6.4
1892,-3.6
1893,-15.0
1894,-11.2
1895,-18.5
1896,-13.9
1897,-12.2
1898,-17.1
1899,-7.8
1900,-10.9
1901,-23.6
1902,-12.8
1903,-3.1
1904,-8.9
1905,-10.3
1906,-10.3
1907,-14.8
1908,-8.8
1909,-18.2
1910,-6.5
1911,-23.7
1912,
1913,-14.0
1914,0.9
1915,-14.1
1916,-4.5
1917,-15.0
1918,-20.3
1919,-16.9
1920,-5.6
1921,-8.8
1922,-2.8
1923,-17.6
1924,-11.3
1925,2.4
1926,-7.5
1927,-5.7
1928,-6.4
1929,-19.8
1930,-15.8
1931,-9.5
1932,-14.6
1933,-8.6
1934,-11.4
1935,-18.7
1936,-15.0
1937,-13.0
1938,-10.8
1939,-3.8
1940,-17.2
1941,-6.2
1942,-11.4
1943,-6.6
1944,-1.8
1945,-0.6
1946,-13.2
1947,-25.6
1948,-23.2
1949,-14.6
1950,-4.6
1951,-9.7
1952,-6.9
1953,-15.1
1954,-12.9
1955,-7.0
1956,-22.8
1957,-7.8
1958,-17.5
1959,-5.3
1960,-21.4
1961,-0.2
1962,-1.1
1963,-16.8
1964,-13.5
1965,-10.3
1966,-24.1
1967,-8.2
1968,-6.8
1969,-15.6
1970,-21.0
1971,-8.5
1972,-3.5
1973,-13.4
1974,2.0
1975,-14.7
1976,-13.6
1977,-21.7
1978,-15.1
1979,-25.4
1980,-24.8
1981,-7.6
1982,0.3
1983,-15.5
1984,-9.7
1985,-20.2
1986,-6.8
1987,-9.6
1988,1.7
1989,-0.9
1990,0.6
1991,-16.2
1992,1.3
1993,-3.4
1994,-25.7
1995,-7.5
1996,-19.4
1997,-0.1
1998,-7.6
1999,-15.7
2000,1.5
2001,-4.2
2002,0.5
2003,-3.5
2004,-19.5
2005,-1.4
2006,-10.0
2007,-9.7
2008,-0.2
2009,-6.2
2010,-7.2
2011,-21.3
2012,-18.6
2013,-1.0
2014,
2015,-0.2
2016,0.8
2017,-7.7
2018,
2019,
