,08-18
1881,12.2
1882,16.8
1883,13.8
1884,8.9
1885,9.0
1886,12.3
1887,8.7
1888,9.2
1889,11.0
1890,13.8
1891,8.6
1892,13.3
1893,6.4
1894,18.0
1895,9.7
1896,9.9
1897,14.1
1898,10.7
1899,13.5
1900,16.1
1901,17.7
1902,10.5
1903,12.9
1904,12.5
1905,12.0
1906,16.5
1907,12.4
1908,12.1
1909,11.1
1910,11.4
1911,9.1
1912,9.1
1913,17.1
1914,10.8
1915,9.9
1916,13.2
1917,15.3
1918,10.0
1919,9.4
1920,12.5
1921,14.1
1922,10.1
1923,9.7
1924,16.1
1925,8.8
1926,13.5
1927,15.1
1928,15.3
1929,11.2
1930,13.3
1931,11.2
1932,17.1
1933,11.6
1934,12.7
1935,16.6
1936,7.3
1937,17.6
1938,18.0
1939,13.9
1940,11.6
1941,15.7
1942,15.9
1943,11.6
1944,12.3
1945,16.3
1946,12.1
1947,12.7
1948,12.5
1949,7.4
1950,11.9
1951,12.4
1952,10.8
1953,14.1
1954,14.2
1955,14.2
1956,10.9
1957,15.4
1958,13.2
1959,15.1
1960,11.5
1961,8.8
1962,10.6
1963,9.4
1964,9.2
1965,9.4
1966,14.4
1967,15.9
1968,11.9
1969,9.6
1970,11.4
1971,13.2
1972,17.5
1973,15.4
1974,13.5
1975,15.0
1976,12.8
1977,6.4
1978,15.9
1979,14.2
1980,10.7
1981,12.8
1982,11.5
1983,13.1
1984,8.3
1985,17.2
1986,11.3
1987,7.3
1988,11.4
1989,17.4
1990,16.5
1991,13.4
1992,13.1
1993,11.5
1994,6.5
1995,15.1
1996,16.5
1997,8.2
1998,13.5
1999,9.5
2000,14.5
2001,18.0
2002,10.9
2003,12.2
2004,17.5
2005,11.7
2006,16.1
2007,15.2
2008,18.8
2009,11.0
2010,16.8
2011,15.1
2012,15.4
2013,17.8
2014,
2015,
2016,
2017,
2018,
