,DATE,TMIN
98,1881-04-09,-9.7
463,1882-04-09,-1.4
828,1883-04-09,-2.4
1194,1884-04-09,-2.4
1559,1885-04-09,-4.4
1924,1886-04-09,0.7
2289,1887-04-09,-3.7
2655,1888-04-09,0.2
3020,1889-04-09,0.4
3385,1890-04-09,3.8
3750,1891-04-09,-1.4
4116,1892-04-09,-10.6
4481,1893-04-09,0.5
4846,1894-04-09,1.8
5211,1895-04-09,-1.0
5577,1896-04-09,-2.7
5942,1897-04-09,2.0
6307,1898-04-09,-1.1
6672,1899-04-09,1.6
7037,1900-04-09,-3.3
7402,1901-04-09,-2.6
7767,1902-04-09,-6.6
8132,1903-04-09,2.1
8498,1904-04-09,1.9
8863,1905-04-09,-8.8
9228,1906-04-09,-1.4
9593,1907-04-09,1.1
9959,1908-04-09,0.6
10324,1909-04-09,-5.0
10689,1910-04-09,-1.4
11054,1911-04-09,-1.8
11420,1912-04-09,-8.3
11785,1913-04-09,-1.9
12150,1914-04-09,2.1
12515,1915-04-09,2.1
12881,1916-04-09,-4.6
13246,1917-04-09,0.3
13611,1918-04-09,1.2
13976,1919-04-09,-1.5
14342,1920-04-09,2.2
14707,1921-04-09,-0.6
15072,1922-04-09,-5.6
15437,1923-04-09,-2.0
15803,1924-04-09,0.2
16168,1925-04-09,-0.4
16533,1926-04-09,-8.5
16898,1927-04-09,3.0
17264,1928-04-09,-5.4
17629,1929-04-09,-6.7
17994,1930-04-09,-0.3
18359,1931-04-09,-9.7
18725,1932-04-09,-0.8
19090,1933-04-09,-0.4
19455,1934-04-09,1.0
19820,1935-04-09,-0.3
20186,1936-04-09,-2.7
20551,1937-04-09,-1.1
20916,1938-04-09,-1.3
21281,1939-04-09,-1.6
21647,1940-04-09,0.3
22012,1941-04-09,-11.4
22377,1942-04-09,1.8
22742,1943-04-09,-0.3
23108,1944-04-09,-5.2
23473,1945-04-09,-3.3
23838,1946-04-09,0.9
24203,1947-04-09,-2.3
24569,1948-04-09,3.8
24934,1949-04-09,3.6
25299,1950-04-09,-0.2
25664,1951-04-09,2.7
26030,1952-04-09,2.1
26395,1953-04-09,0.3
26760,1954-04-09,-3.0
27125,1955-04-09,-8.3
27491,1956-04-09,-0.6
27856,1957-04-09,-7.8
28221,1958-04-09,-5.9
28586,1959-04-09,-0.6
28952,1960-04-09,-1.6
29317,1961-04-09,-2.1
29682,1962-04-09,0.3
30047,1963-04-09,-1.2
30413,1964-04-09,0.0
30778,1965-04-09,-9.0
31143,1966-04-09,-0.2
31508,1967-04-09,2.7
31874,1968-04-09,-2.6
32239,1969-04-09,-1.0
32604,1970-04-09,0.7
32969,1971-04-09,4.7
33335,1972-04-09,1.5
33700,1973-04-09,-0.1
34065,1974-04-09,-1.2
34430,1975-04-09,3.0
34796,1976-04-09,-4.6
35161,1977-04-09,-4.3
35526,1978-04-09,-1.4
35891,1979-04-09,-3.4
36257,1980-04-09,2.2
36622,1981-04-09,1.8
36987,1982-04-09,0.8
37352,1983-04-09,0.5
37718,1984-04-09,2.2
38083,1985-04-09,-1.7
38448,1986-04-09,-1.7
38813,1987-04-09,-7.2
39179,1988-04-09,0.8
39544,1989-04-09,4.1
39909,1990-04-09,-3.0
40274,1991-04-09,5.4
40640,1992-04-09,-3.0
41005,1993-04-09,-4.0
41370,1994-04-09,1.9
41735,1995-04-09,0.7
42101,1996-04-09,0.3
42466,1997-04-09,-5.5
42831,1998-04-09,-5.1
43196,1999-04-09,0.1
43562,2000-04-09,1.5
43927,2001-04-09,6.9
44292,2002-04-09,-0.4
44657,2003-04-09,-1.0
45023,2004-04-09,1.0
45388,2005-04-09,6.3
45753,2006-04-09,3.2
46118,2007-04-09,-4.6
46484,2008-04-09,1.0
46849,2009-04-09,-1.3
47214,2010-04-09,4.0
47579,2011-04-09,2.4
47945,2012-04-09,-2.6
48310,2013-04-09,-5.8
48675,2014-04-09,
49385,2016-04-09,
49750,2017-04-09,
50115,2018-04-09,
50473,2019-04-09,1.0
