,03-31
1881,-7.8
1882,-1.4
1883,-20.8
1884,-5.9
1885,-0.5
1886,1.5
1887,0.3
1888,2.2
1889,-8.3
1890,-0.7
1891,-0.6
1892,-5.5
1893,-10.2
1894,0.6
1895,-4.3
1896,-12.1
1897,-5.6
1898,-1.5
1899,-4.3
1900,-5.9
1901,-6.6
1902,-3.4
1903,2.1
1904,-7.9
1905,0.6
1906,-16.2
1907,-0.2
1908,-1.0
1909,1.5
1910,-3.3
1911,-0.9
1912,-4.5
1913,-3.1
1914,-7.3
1915,-13.0
1916,-2.1
1917,-5.6
1918,-4.8
1919,-5.6
1920,0.0
1921,2.2
1922,-1.0
1923,-6.5
1924,-1.5
1925,-7.6
1926,-6.1
1927,-2.4
1928,0.6
1929,-9.7
1930,-8.7
1931,-8.9
1932,-1.6
1933,1.6
1934,-4.4
1935,-3.8
1936,-1.9
1937,-10.2
1938,-1.7
1939,-6.6
1940,-10.9
1941,-9.2
1942,-16.4
1943,2.6
1944,-12.1
1945,-2.6
1946,-5.1
1947,0.7
1948,-3.4
1949,0.3
1950,-2.6
1951,-1.9
1952,-16.2
1953,1.1
1954,-2.3
1955,-6.6
1956,-4.2
1957,-3.9
1958,-10.9
1959,-7.4
1960,-4.9
1961,-2.2
1962,-7.3
1963,-10.2
1964,-4.4
1965,-3.8
1966,0.0
1967,1.8
1968,0.8
1969,-3.4
1970,-5.2
1971,-3.3
1972,-1.6
1973,1.9
1974,-1.1
1975,0.6
1976,-0.2
1977,-8.4
1978,5.8
1979,2.1
1980,1.2
1981,0.3
1982,-1.4
1983,-0.7
1984,3.2
1985,-5.5
1986,1.2
1987,-0.6
1988,1.7
1989,-2.8
1990,0.8
1991,-0.1
1992,-3.0
1993,2.8
1994,-1.2
1995,-6.6
1996,-2.6
1997,-0.9
1998,0.5
1999,3.4
2000,3.7
2001,-0.7
2002,-2.1
2003,-5.8
2004,-1.4
2005,-3.6
2006,0.9
2007,1.4
2008,5.4
2009,1.5
2010,-0.2
2011,-11.1
2012,-4.7
2013,-2.4
2014,
2015,0.9
2016,
2017,
2018,
2019,
