,DATE,TMIN
124,1881-05-05,0.4
489,1882-05-05,2.4
854,1883-05-05,-1.2
1220,1884-05-05,5.4
1585,1885-05-05,-1.8
1950,1886-05-05,0.0
2315,1887-05-05,5.5
2681,1888-05-05,3.2
3046,1889-05-05,5.5
3411,1890-05-05,4.2
3776,1891-05-05,-2.7
4142,1892-05-05,2.7
4507,1893-05-05,-2.5
4872,1894-05-05,8.0
5237,1895-05-05,0.6
5603,1896-05-05,7.0
5968,1897-05-05,11.4
6333,1898-05-05,8.0
6698,1899-05-05,-1.1
7063,1900-05-05,2.2
7428,1901-05-05,-1.5
7793,1902-05-05,3.6
8158,1903-05-05,5.6
8524,1904-05-05,4.1
8889,1905-05-05,5.6
9254,1906-05-05,14.7
9619,1907-05-05,4.2
9985,1908-05-05,-2.2
10350,1909-05-05,-0.2
10715,1910-05-05,6.4
11080,1911-05-05,2.1
11446,1912-05-05,1.1
11811,1913-05-05,-1.7
12176,1914-05-05,3.2
12541,1915-05-05,0.4
12907,1916-05-05,5.3
13272,1917-05-05,0.4
13637,1918-05-05,-3.8
14002,1919-05-05,2.8
14368,1920-05-05,7.7
14733,1921-05-05,6.1
15098,1922-05-05,4.0
15463,1923-05-05,-3.4
15829,1924-05-05,4.0
16194,1925-05-05,5.1
16559,1926-05-05,-4.6
16924,1927-05-05,5.2
17290,1928-05-05,1.4
17655,1929-05-05,0.7
18020,1930-05-05,1.6
18385,1931-05-05,1.7
18751,1932-05-05,4.0
19116,1933-05-05,1.2
19481,1934-05-05,8.8
19846,1935-05-05,3.2
20212,1936-05-05,2.9
20577,1937-05-05,5.4
20942,1938-05-05,-0.4
21307,1939-05-05,0.2
21673,1940-05-05,3.5
22038,1941-05-05,1.2
22403,1942-05-05,-4.9
22768,1943-05-05,5.5
23134,1944-05-05,2.0
23499,1945-05-05,4.6
23864,1946-05-05,4.5
24229,1947-05-05,0.8
24595,1948-05-05,5.7
24960,1949-05-05,3.3
25325,1950-05-05,8.1
25690,1951-05-05,2.3
26056,1952-05-05,0.0
26421,1953-05-05,3.1
26786,1954-05-05,5.2
27151,1955-05-05,2.3
27517,1956-05-05,2.3
27882,1957-05-05,4.2
28247,1958-05-05,2.8
28612,1959-05-05,10.6
28978,1960-05-05,1.3
29343,1961-05-05,7.1
29708,1962-05-05,4.7
30073,1963-05-05,5.4
30439,1964-05-05,1.5
30804,1965-05-05,-2.4
31169,1966-05-05,5.0
31534,1967-05-05,6.6
31900,1968-05-05,5.7
32265,1969-05-05,-1.4
32630,1970-05-05,9.7
32995,1971-05-05,0.1
33361,1972-05-05,7.7
33726,1973-05-05,5.2
34091,1974-05-05,1.0
34456,1975-05-05,5.6
34822,1976-05-05,6.1
35187,1977-05-05,8.7
35552,1978-05-05,1.8
35917,1979-05-05,3.2
36283,1980-05-05,4.4
36648,1981-05-05,2.5
37013,1982-05-05,6.2
37378,1983-05-05,8.2
37744,1984-05-05,10.1
38109,1985-05-05,5.0
38474,1986-05-05,6.1
38839,1987-05-05,5.2
39205,1988-05-05,7.4
39570,1989-05-05,7.8
39935,1990-05-05,8.1
40300,1991-05-05,6.4
40666,1992-05-05,5.2
41031,1993-05-05,7.3
41396,1994-05-05,0.8
41761,1995-05-05,0.8
42127,1996-05-05,10.7
42492,1997-05-05,2.3
42857,1998-05-05,6.3
43222,1999-05-05,-1.6
43588,2000-05-05,4.9
43953,2001-05-05,13.5
44318,2002-05-05,15.1
44683,2003-05-05,1.7
45049,2004-05-05,15.7
45414,2005-05-05,3.8
45779,2006-05-05,6.0
46144,2007-05-05,0.5
46510,2008-05-05,9.4
46875,2009-05-05,7.6
47240,2010-05-05,3.7
47605,2011-05-05,3.7
47971,2012-05-05,5.6
48336,2013-05-05,4.6
48701,2014-05-05,
49045,2015-05-05,
49411,2016-05-05,
49776,2017-05-05,
50141,2018-05-05,
