,09-19
1881,4.2
1882,6.9
1883,9.7
1884,4.3
1885,5.9
1886,4.4
1887,11.8
1888,2.8
1889,4.5
1890,8.4
1891,5.9
1892,6.7
1893,1.2
1894,5.4
1895,6.4
1896,7.3
1897,7.6
1898,5.4
1899,9.7
1900,7.0
1901,10.8
1902,7.0
1903,7.6
1904,2.6
1905,2.8
1906,4.6
1907,3.5
1908,4.8
1909,12.5
1910,7.3
1911,7.5
1912,6.7
1913,12.2
1914,10.0
1915,5.3
1916,2.9
1917,10.3
1918,5.3
1919,4.1
1920,7.6
1921,3.3
1922,9.7
1923,6.2
1924,10.3
1925,2.5
1926,2.9
1927,10.3
1928,11.4
1929,4.9
1930,3.2
1931,5.9
1932,6.8
1933,9.5
1934,10.5
1935,10.3
1936,10.5
1937,13.2
1938,10.0
1939,5.4
1940,11.3
1941,0.7
1942,4.7
1943,10.6
1944,3.6
1945,9.3
1946,9.5
1947,7.6
1948,8.0
1949,9.7
1950,10.7
1951,9.5
1952,8.8
1953,6.3
1954,7.6
1955,9.4
1956,3.7
1957,9.0
1958,8.7
1959,1.4
1960,7.1
1961,10.6
1962,10.4
1963,8.1
1964,8.5
1965,12.1
1966,2.1
1967,7.8
1968,-0.7
1969,1.8
1970,10.7
1971,7.2
1972,4.4
1973,7.8
1974,11.2
1975,12.4
1976,2.1
1977,5.5
1978,8.5
1979,9.9
1980,9.9
1981,5.4
1982,11.6
1983,11.2
1984,9.1
1985,6.0
1986,2.9
1987,6.8
1988,4.3
1989,8.9
1990,7.5
1991,4.4
1992,10.0
1993,1.3
1994,10.8
1995,3.5
1996,5.3
1997,6.7
1998,9.1
1999,4.7
2000,4.1
2001,12.1
2002,5.0
2003,14.1
2004,11.7
2005,10.8
2006,9.8
2007,8.4
2008,7.5
2009,9.3
2010,9.5
2011,7.4
2012,13.3
2013,13.1
2014,
2015,
2016,5.1
2017,
2018,
