,03-14
1881,-15.2
1882,-3.7
1883,-10.1
1884,-13.7
1885,-16.8
1886,-11.3
1887,-15.7
1888,-24.8
1889,-13.7
1890,2.6
1891,-6.3
1892,-5.3
1893,-11.5
1894,-8.2
1895,-6.7
1896,-8.4
1897,-6.2
1898,-9.7
1899,-6.8
1900,-2.5
1901,-3.5
1902,-17.7
1903,-8.2
1904,-1.9
1905,0.6
1906,-5.1
1907,-10.7
1908,-18.7
1909,-6.1
1910,-4.2
1911,-2.3
1912,-3.2
1913,-3.1
1914,-7.2
1915,-3.0
1916,-3.9
1917,-16.7
1918,-12.6
1919,-12.3
1920,-6.7
1921,-3.3
1922,-6.8
1923,-6.8
1924,-12.3
1925,-10.7
1926,-9.8
1927,-2.4
1928,-7.3
1929,-4.5
1930,-7.6
1931,-7.9
1932,-9.8
1933,-0.1
1934,-10.9
1935,-4.5
1936,-0.5
1937,1.0
1938,-0.4
1939,-7.0
1940,-14.6
1941,-9.4
1942,-28.6
1943,-4.2
1944,-0.9
1945,-3.6
1946,-13.6
1947,-17.8
1948,-4.1
1949,-4.7
1950,-9.0
1951,-9.2
1952,-14.0
1953,-11.7
1954,-10.0
1955,-3.7
1956,-7.4
1957,-11.0
1958,-2.8
1959,-8.3
1960,-5.7
1961,-3.1
1962,-9.5
1963,-18.6
1964,-20.5
1965,-4.9
1966,-11.0
1967,0.5
1968,0.0
1969,-22.6
1970,-3.6
1971,-17.5
1972,0.3
1973,-3.6
1974,-1.1
1975,-1.6
1976,-10.1
1977,1.4
1978,-2.3
1979,-1.6
1980,-6.6
1981,-11.5
1982,-1.5
1983,-0.5
1984,-8.8
1985,-0.8
1986,-1.3
1987,-15.4
1988,-4.0
1989,1.2
1990,-8.9
1991,-10.8
1992,0.5
1993,0.3
1994,0.5
1995,-6.7
1996,-4.5
1997,-1.9
1998,-9.6
1999,-7.7
2000,-0.7
2001,-0.1
2002,-4.0
2003,-0.8
2004,-3.0
2005,-17.4
2006,-9.2
2007,0.4
2008,1.5
2009,-1.1
2010,-7.0
2011,0.9
2012,-1.9
2013,-14.8
2014,
2015,
2016,-1.0
2017,
2018,
2019,
