,01-24
1881,-19.1
1882,-4.9
1883,-23.3
1884,-6.7
1885,-11.9
1886,-9.2
1887,-10.4
1888,-21.7
1889,-14.0
1890,-8.1
1891,-13.9
1892,-29.2
1893,-19.7
1894,-3.2
1895,-6.9
1896,-2.4
1897,-14.6
1898,-13.5
1899,-19.3
1900,-3.1
1901,-3.4
1902,-6.2
1903,-18.2
1904,-0.8
1905,-9.3
1906,-19.2
1907,-7.4
1908,-1.7
1909,-1.7
1910,-14.3
1911,-12.1
1912,-9.8
1913,
1914,-3.8
1915,
1916,-4.8
1917,-15.1
1918,-17.6
1919,-8.6
1920,-22.3
1921,-16.8
1922,-13.0
1923,-9.5
1924,-21.8
1925,-5.0
1926,-14.8
1927,-6.7
1928,-18.0
1929,-14.4
1930,-1.0
1931,-14.3
1932,-5.3
1933,-21.8
1934,-1.5
1935,-7.8
1936,-2.2
1937,-21.7
1938,-7.0
1939,-3.7
1940,-13.0
1941,-19.0
1942,-32.1
1943,-23.7
1944,0.5
1945,-12.7
1946,-9.0
1947,-12.0
1948,-7.3
1949,-17.9
1950,-3.8
1951,-17.2
1952,-3.4
1953,-13.9
1954,-17.1
1955,-12.4
1956,
1957,-3.0
1958,-11.5
1959,-1.3
1960,-7.5
1961,-14.7
1962,-2.3
1963,-10.8
1964,-6.3
1965,-2.7
1966,-17.1
1967,-17.6
1968,-20.4
1969,-12.9
1970,-6.0
1971,0.9
1972,-2.5
1973,-8.7
1974,-15.5
1975,0.4
1976,-2.6
1977,-14.1
1978,-16.6
1979,-16.8
1980,-14.9
1981,-2.1
1982,-15.4
1983,-13.5
1984,-11.8
1985,-13.4
1986,0.2
1987,-20.8
1988,-10.2
1989,-6.9
1990,-6.9
1991,-5.7
1992,-1.2
1993,-4.2
1994,-3.3
1995,-5.6
1996,-14.6
1997,-5.3
1998,-6.3
1999,-11.2
2000,-18.3
2001,-11.8
2002,-10.7
2003,-2.6
2004,-12.4
2005,-1.3
2006,-13.8
2007,-11.8
2008,-2.7
2009,-2.3
2010,-23.6
2011,-17.9
2012,-11.1
2013,-12.0
2014,-18.2
2015,
2016,-13.6
2017,
2018,-15.5
2019,
