,07-20
1881,11.8
1882,16.1
1883,12.5
1884,13.3
1885,15.1
1886,14.0
1887,13.6
1888,13.9
1889,10.8
1890,15.5
1891,15.7
1892,18.0
1893,12.4
1894,15.7
1895,14.1
1896,14.2
1897,19.4
1898,13.1
1899,17.6
1900,14.8
1901,15.9
1902,13.0
1903,13.3
1904,8.6
1905,15.5
1906,11.5
1907,11.8
1908,17.9
1909,9.8
1910,8.3
1911,11.5
1912,14.7
1913,16.0
1914,17.1
1915,18.6
1916,19.3
1917,15.4
1918,10.6
1919,17.6
1920,13.8
1921,9.1
1922,11.7
1923,14.1
1924,13.5
1925,14.1
1926,13.8
1927,16.9
1928,10.3
1929,12.5
1930,18.7
1931,14.9
1932,17.3
1933,15.4
1934,13.7
1935,15.6
1936,15.9
1937,16.0
1938,16.6
1939,15.7
1940,16.7
1941,12.3
1942,13.8
1943,17.3
1944,17.0
1945,18.5
1946,15.0
1947,12.6
1948,12.0
1949,10.9
1950,13.0
1951,9.9
1952,14.1
1953,16.1
1954,16.0
1955,12.2
1956,7.0
1957,18.3
1958,8.3
1959,9.1
1960,17.3
1961,14.9
1962,10.1
1963,12.5
1964,9.9
1965,11.5
1966,15.0
1967,13.4
1968,7.5
1969,9.5
1970,18.9
1971,11.4
1972,17.5
1973,17.3
1974,19.3
1975,15.5
1976,12.8
1977,16.5
1978,12.6
1979,13.8
1980,13.6
1981,14.5
1982,14.1
1983,11.4
1984,16.1
1985,14.0
1986,17.6
1987,10.2
1988,18.0
1989,14.4
1990,14.5
1991,14.0
1992,16.4
1993,15.5
1994,13.0
1995,14.1
1996,9.0
1997,13.9
1998,12.6
1999,14.9
2000,15.6
2001,19.0
2002,20.2
2003,17.9
2004,16.6
2005,17.0
2006,11.2
2007,14.7
2008,15.7
2009,16.8
2010,18.0
2011,19.0
2012,13.9
2013,12.3
2014,
2015,
2016,
2017,
2018,18.9
