,06-25
1881,12.3
1882,15.4
1883,9.1
1884,14.9
1885,11.9
1886,11.1
1887,8.9
1888,7.6
1889,6.0
1890,14.4
1891,15.7
1892,10.5
1893,13.6
1894,12.8
1895,14.7
1896,11.4
1897,15.0
1898,10.0
1899,14.6
1900,11.5
1901,17.7
1902,6.1
1903,12.7
1904,8.0
1905,13.5
1906,13.0
1907,8.5
1908,12.4
1909,11.3
1910,7.7
1911,16.0
1912,13.6
1913,11.7
1914,18.4
1915,11.9
1916,10.5
1917,13.6
1918,13.3
1919,11.6
1920,15.7
1921,13.6
1922,13.6
1923,6.3
1924,8.3
1925,12.1
1926,12.6
1927,9.5
1928,10.1
1929,10.2
1930,14.1
1931,11.8
1932,14.6
1933,7.2
1934,10.9
1935,17.2
1936,18.9
1937,16.0
1938,11.2
1939,6.0
1940,16.7
1941,8.2
1942,11.1
1943,12.3
1944,7.9
1945,9.2
1946,13.4
1947,18.2
1948,16.7
1949,8.5
1950,14.6
1951,13.4
1952,11.0
1953,15.0
1954,11.9
1955,13.2
1956,14.2
1957,7.6
1958,13.0
1959,8.9
1960,10.3
1961,11.2
1962,12.1
1963,12.6
1964,13.5
1965,13.6
1966,15.7
1967,10.1
1968,15.6
1969,5.4
1970,13.0
1971,8.5
1972,16.5
1973,13.1
1974,12.5
1975,12.6
1976,13.3
1977,7.2
1978,14.7
1979,15.4
1980,14.3
1981,17.5
1982,11.8
1983,5.7
1984,12.0
1985,15.5
1986,8.4
1987,13.2
1988,17.4
1989,18.4
1990,14.5
1991,14.7
1992,8.2
1993,9.2
1994,12.9
1995,14.9
1996,11.0
1997,13.4
1998,7.9
1999,18.0
2000,15.3
2001,12.9
2002,11.7
2003,10.6
2004,15.7
2005,16.0
2006,12.6
2007,12.4
2008,11.7
2009,14.2
2010,15.4
2011,15.5
2012,11.7
2013,19.2
2014,
2015,
2016,
2017,
2018,
