,01-25
1881,-9.5
1882,-5.6
1883,-13.6
1884,-13.6
1885,-19.6
1886,-11.5
1887,-3.6
1888,-18.3
1889,-13.9
1890,-17.5
1891,-13.3
1892,-32.9
1893,-12.5
1894,-8.3
1895,-14.2
1896,-2.4
1897,-12.6
1898,-20.5
1899,-14.0
1900,-5.9
1901,-2.8
1902,1.1
1903,-19.2
1904,-0.3
1905,-2.1
1906,-7.9
1907,-8.2
1908,-5.3
1909,-2.3
1910,-16.9
1911,-3.2
1912,-11.8
1913,
1914,-2.0
1915,
1916,-4.0
1917,-11.2
1918,-18.2
1919,-8.7
1920,-26.6
1921,-20.8
1922,-13.8
1923,-9.5
1924,-25.3
1925,-2.7
1926,-11.2
1927,-9.3
1928,-13.1
1929,-17.3
1930,-0.1
1931,-12.1
1932,-0.2
1933,-12.3
1934,0.5
1935,-10.0
1936,-2.2
1937,-20.2
1938,-8.6
1939,-2.4
1940,-9.3
1941,-30.5
1942,-29.7
1943,-27.7
1944,-0.3
1945,-16.0
1946,-7.4
1947,-15.0
1948,-7.5
1949,-3.6
1950,-2.3
1951,-19.9
1952,-9.9
1953,-18.3
1954,-20.3
1955,-6.8
1956,
1957,-3.0
1958,-5.0
1959,-3.8
1960,0.2
1961,-17.3
1962,-8.4
1963,-19.7
1964,-7.2
1965,-3.6
1966,-16.9
1967,-20.6
1968,-19.6
1969,-18.9
1970,-11.6
1971,2.2
1972,-5.3
1973,-6.3
1974,-6.1
1975,1.2
1976,-9.1
1977,-16.6
1978,-12.4
1979,-14.7
1980,-18.9
1981,-2.5
1982,-8.9
1983,-8.7
1984,-9.1
1985,-17.1
1986,0.8
1987,-14.0
1988,-13.0
1989,-8.3
1990,0.9
1991,-5.8
1992,-3.0
1993,-9.1
1994,-4.7
1995,-1.1
1996,-15.4
1997,-13.2
1998,-7.1
1999,-13.9
2000,-18.2
2001,-8.2
2002,-5.4
2003,-1.5
2004,-16.1
2005,-5.7
2006,-3.9
2007,-14.7
2008,-2.7
2009,-1.1
2010,-19.4
2011,-6.6
2012,-12.4
2013,-14.6
2014,-15.0
2015,
2016,
2017,
2018,-4.9
2019,-22.4
