,02-26
1881,-16.2
1882,-4.0
1883,-7.2
1884,-16.6
1885,-3.3
1886,-18.0
1887,-4.5
1888,-11.2
1889,-11.1
1890,-8.9
1891,-16.2
1892,-9.7
1893,-13.6
1894,-4.2
1895,-12.0
1896,-17.1
1897,-3.8
1898,-9.2
1899,-6.3
1900,-2.6
1901,-13.9
1902,-11.0
1903,-6.2
1904,-18.9
1905,-3.0
1906,-9.2
1907,-5.6
1908,-12.5
1909,-15.1
1910,-0.9
1911,-15.7
1912,
1913,-16.2
1914,-13.3
1915,-5.8
1916,-7.5
1917,-14.1
1918,-16.5
1919,-28.9
1920,-3.5
1921,-10.4
1922,-0.1
1923,-16.2
1924,-8.9
1925,-4.9
1926,-4.4
1927,-9.7
1928,-7.1
1929,-20.1
1930,-4.2
1931,-8.6
1932,-11.7
1933,-7.9
1934,-7.1
1935,0.5
1936,-9.2
1937,-10.1
1938,-8.6
1939,-4.0
1940,-20.5
1941,-8.2
1942,-25.2
1943,1.0
1944,-13.5
1945,-5.4
1946,-14.0
1947,-12.5
1948,-9.4
1949,-7.5
1950,-10.1
1951,-1.3
1952,-11.0
1953,-9.7
1954,-16.7
1955,-17.7
1956,-21.9
1957,-10.7
1958,-21.1
1959,-12.8
1960,-13.9
1961,-1.8
1962,-10.5
1963,-24.0
1964,-13.4
1965,-17.7
1966,-11.0
1967,-0.8
1968,-11.1
1969,-13.3
1970,-6.7
1971,-9.6
1972,-10.8
1973,-10.6
1974,-5.6
1975,-9.0
1976,0.8
1977,-13.0
1978,-5.8
1979,-3.2
1980,-5.9
1981,-4.1
1982,-8.9
1983,-4.5
1984,-7.5
1985,-9.3
1986,-18.2
1987,-22.5
1988,-9.8
1989,0.0
1990,-1.2
1991,-0.9
1992,-4.1
1993,-9.4
1994,-15.2
1995,-0.7
1996,-0.8
1997,3.6
1998,-10.1
1999,-5.0
2000,-12.3
2001,-20.1
2002,-3.1
2003,-4.1
2004,-3.4
2005,-14.9
2006,-11.5
2007,-11.9
2008,0.4
2009,-9.8
2010,-5.9
2011,-11.0
2012,-3.8
2013,-7.1
2014,
2015,
2016,
2017,-7.8
2018,
2019,
