,DATE,TMIN
315,1881-11-12,-5.5
680,1882-11-12,-7.9
1045,1883-11-12,2.0
1411,1884-11-12,1.1
1776,1885-11-12,0.4
2141,1886-11-12,4.2
2506,1887-11-12,-3.9
2872,1888-11-12,-5.2
3237,1889-11-12,-1.1
3602,1890-11-12,-3.2
3967,1891-11-12,-7.0
4333,1892-11-12,0.1
4698,1893-11-12,-6.8
5063,1894-11-12,0.2
5428,1895-11-12,-4.0
5794,1896-11-12,-12.1
6159,1897-11-12,1.0
6524,1898-11-12,3.1
6889,1899-11-12,1.3
7254,1900-11-12,-1.9
7619,1901-11-12,-10.9
7984,1902-11-12,2.3
8349,1903-11-12,2.4
8715,1904-11-12,-8.3
9080,1905-11-12,-1.7
9445,1906-11-12,-5.9
9810,1907-11-12,-0.3
10176,1908-11-12,-11.9
10541,1909-11-12,2.6
10906,1910-11-12,-0.9
11271,1911-11-12,0.9
11637,1912-11-12,-1.0
12002,1913-11-12,2.0
12367,1914-11-12,1.0
12732,1915-11-12,2.5
13098,1916-11-12,3.0
13463,1917-11-12,4.1
13828,1918-11-12,2.4
14193,1919-11-12,-11.8
14559,1920-11-12,-0.4
14924,1921-11-12,-13.3
15289,1922-11-12,0.2
15654,1923-11-12,0.6
16020,1924-11-12,-3.1
16385,1925-11-12,-6.3
16750,1926-11-12,0.2
17115,1927-11-12,-5.3
17481,1928-11-12,-4.6
17846,1929-11-12,1.4
18211,1930-11-12,-1.8
18576,1931-11-12,4.1
18942,1932-11-12,-2.0
19307,1933-11-12,-1.9
19672,1934-11-12,-0.5
20037,1935-11-12,5.5
20403,1936-11-12,4.9
20768,1937-11-12,5.7
21133,1938-11-12,-2.1
21498,1939-11-12,1.1
21864,1940-11-12,-4.5
22229,1941-11-12,-11.9
22594,1942-11-12,-6.5
22959,1943-11-12,-4.4
23325,1944-11-12,1.3
23690,1945-11-12,-6.3
24055,1946-11-12,-8.8
24420,1947-11-12,-2.9
24786,1948-11-12,-6.4
25151,1949-11-12,0.3
25516,1950-11-12,-0.4
25881,1951-11-12,-12.8
26247,1952-11-12,0.3
26612,1953-11-12,4.2
26977,1954-11-12,1.4
27342,1955-11-12,5.6
27708,1956-11-12,-9.4
28073,1957-11-12,-0.1
28438,1958-11-12,3.2
28803,1959-11-12,1.0
29169,1960-11-12,-4.9
29534,1961-11-12,-8.1
29899,1962-11-12,-5.7
30264,1963-11-12,-2.1
30630,1964-11-12,-2.1
30995,1965-11-12,-7.3
31360,1966-11-12,-2.8
31725,1967-11-12,4.9
32091,1968-11-12,-4.8
32456,1969-11-12,2.9
32821,1970-11-12,-1.8
33186,1971-11-12,0.5
33552,1972-11-12,4.1
33917,1973-11-12,-3.0
34282,1974-11-12,3.2
34647,1975-11-12,-4.0
35013,1976-11-12,1.0
35378,1977-11-12,5.7
35743,1978-11-12,-1.1
36108,1979-11-12,0.2
36474,1980-11-12,-9.5
36839,1981-11-12,-1.7
37204,1982-11-12,5.3
37569,1983-11-12,-7.0
37935,1984-11-12,-5.4
38300,1985-11-12,1.1
38665,1986-11-12,5.3
39030,1987-11-12,-2.8
39396,1988-11-12,-4.8
39761,1989-11-12,5.0
40126,1990-11-12,-3.2
40491,1991-11-12,0.4
40857,1992-11-12,-5.0
41222,1993-11-12,-9.5
41587,1994-11-12,-9.1
41952,1995-11-12,-7.3
42318,1996-11-12,-1.6
42683,1997-11-12,0.3
43048,1998-11-12,-12.9
43413,1999-11-12,0.7
43779,2000-11-12,3.0
44144,2001-11-12,1.9
44509,2002-11-12,-9.7
44874,2003-11-12,4.0
45240,2004-11-12,5.5
45605,2005-11-12,6.2
45970,2006-11-12,-3.6
46335,2007-11-12,-2.9
46701,2008-11-12,7.8
47066,2009-11-12,-1.0
47431,2010-11-12,2.9
47796,2011-11-12,3.1
48162,2012-11-12,3.1
48527,2013-11-12,-0.2
48892,2014-11-12,
49236,2015-11-12,2.7
49602,2016-11-12,-9.3
49967,2017-11-12,
50331,2018-11-12,
