,DATE,TMIN
33,1881-02-03,-11.3
398,1882-02-03,-3.5
763,1883-02-03,-5.2
1128,1884-02-03,-11.1
1494,1885-02-03,0.4
1859,1886-02-03,-6.9
2224,1887-02-03,-4.5
2589,1888-02-03,-17.9
2955,1889-02-03,-22.2
3320,1890-02-03,-1.2
3685,1891-02-03,-1.9
4050,1892-02-03,-1.0
4416,1893-02-03,-31.5
4781,1894-02-03,-1.6
5146,1895-02-03,-15.9
5511,1896-02-03,-7.4
5877,1897-02-03,-17.0
6242,1898-02-03,-1.8
6607,1899-02-03,-17.0
6972,1900-02-03,-9.0
7337,1901-02-03,-8.7
7702,1902-02-03,-17.9
8067,1903-02-03,-4.8
8432,1904-02-03,-8.5
8798,1905-02-03,-16.7
9163,1906-02-03,-0.9
9528,1907-02-03,-6.6
9893,1908-02-03,-3.1
10259,1909-02-03,-13.7
10624,1910-02-03,-7.9
10989,1911-02-03,-21.7
11354,1912-02-03,
11720,1913-02-03,-6.4
12085,1914-02-03,1.9
12450,1915-02-03,-17.3
12815,1916-02-03,-2.3
13181,1917-02-03,-28.3
13546,1918-02-03,-1.9
13911,1919-02-03,-9.2
14276,1920-02-03,-11.6
14642,1921-02-03,-20.2
15007,1922-02-03,-21.7
15372,1923-02-03,-8.0
15737,1924-02-03,-2.1
16103,1925-02-03,-6.9
16468,1926-02-03,-6.3
16833,1927-02-03,-2.5
17198,1928-02-03,-11.4
17564,1929-02-03,-2.7
17929,1930-02-03,-16.9
18294,1931-02-03,-15.3
18659,1932-02-03,-15.4
19025,1933-02-03,-0.6
19390,1934-02-03,-9.5
19755,1935-02-03,-7.9
20120,1936-02-03,-4.8
20486,1937-02-03,-10.5
20851,1938-02-03,-3.0
21216,1939-02-03,-15.1
21581,1940-02-03,-21.4
21947,1941-02-03,-15.3
22312,1942-02-03,-21.1
22677,1943-02-03,1.0
23042,1944-02-03,-3.5
23408,1945-02-03,-12.6
23773,1946-02-03,0.2
24138,1947-02-03,-15.7
24503,1948-02-03,0.1
24869,1949-02-03,-10.9
25234,1950-02-03,-8.5
25599,1951-02-03,-10.4
25964,1952-02-03,-3.6
26330,1953-02-03,-15.0
26695,1954-02-03,-11.6
27060,1955-02-03,-6.5
27425,1956-02-03,-8.0
27791,1957-02-03,-1.4
28156,1958-02-03,0.0
28521,1959-02-03,-6.0
28886,1960-02-03,-20.6
29252,1961-02-03,0.3
29617,1962-02-03,-7.2
29982,1963-02-03,-9.2
30347,1964-02-03,-2.2
30713,1965-02-03,-12.8
31078,1966-02-03,-31.8
31443,1967-02-03,-15.2
31808,1968-02-03,-1.6
32174,1969-02-03,-10.0
32539,1970-02-03,-12.2
32904,1971-02-03,-5.6
33269,1972-02-03,-10.4
33635,1973-02-03,-2.9
34000,1974-02-03,-1.9
34365,1975-02-03,-5.9
34730,1976-02-03,-23.2
35096,1977-02-03,-5.7
35461,1978-02-03,-14.5
35826,1979-02-03,-5.8
36191,1980-02-03,-9.2
36557,1981-02-03,-3.1
36922,1982-02-03,-10.2
37287,1983-02-03,-12.4
37652,1984-02-03,-8.3
38018,1985-02-03,-15.0
38383,1986-02-03,-14.7
38748,1987-02-03,-13.5
39113,1988-02-03,-4.8
39479,1989-02-03,1.3
39844,1990-02-03,1.0
40209,1991-02-03,-9.2
40574,1992-02-03,-0.1
40940,1993-02-03,-0.8
41305,1994-02-03,-20.0
41670,1995-02-03,-5.9
42035,1996-02-03,-19.6
42401,1997-02-03,-5.3
42766,1998-02-03,-17.4
43131,1999-02-03,-22.1
43496,2000-02-03,-11.6
43862,2001-02-03,-22.3
44227,2002-02-03,0.1
44592,2003-02-03,-12.6
44957,2004-02-03,-2.4
45323,2005-02-03,-8.3
45688,2006-02-03,-23.3
46053,2007-02-03,-4.2
46418,2008-02-03,-1.7
46784,2009-02-03,-5.3
47149,2010-02-03,-4.4
47514,2011-02-03,-0.6
47879,2012-02-03,-18.0
48245,2013-02-03,-4.7
48610,2014-02-03,-4.4
48975,2015-02-03,
49319,2016-02-03,
49685,2017-02-03,-2.2
50050,2018-02-03,
50408,2019-02-03,-3.8
