,04-21
1881,0.3
1882,1.7
1883,0.5
1884,-3.3
1885,-3.0
1886,-1.5
1887,-2.3
1888,3.4
1889,-1.6
1890,1.7
1891,-2.4
1892,4.5
1893,-9.6
1894,-3.6
1895,1.4
1896,-1.4
1897,0.9
1898,2.5
1899,-0.9
1900,0.6
1901,-2.2
1902,0.5
1903,2.6
1904,5.9
1905,3.2
1906,1.3
1907,-1.3
1908,-1.4
1909,-4.4
1910,4.6
1911,1.1
1912,2.8
1913,9.2
1914,2.1
1915,5.0
1916,2.2
1917,2.0
1918,3.6
1919,-3.3
1920,-2.1
1921,6.7
1922,-5.4
1923,-2.1
1924,-0.7
1925,0.7
1926,1.8
1927,-1.7
1928,2.6
1929,-7.5
1930,3.5
1931,1.2
1932,-2.1
1933,-0.4
1934,2.1
1935,3.3
1936,2.6
1937,2.1
1938,-1.3
1939,-0.2
1940,-0.3
1941,-1.0
1942,8.7
1943,0.5
1944,-0.2
1945,1.7
1946,0.6
1947,3.3
1948,-3.4
1949,4.2
1950,0.2
1951,-1.9
1952,-1.1
1953,-1.4
1954,-1.9
1955,1.0
1956,-2.3
1957,1.7
1958,-1.8
1959,-4.6
1960,0.1
1961,-3.5
1962,-0.4
1963,4.2
1964,1.9
1965,3.2
1966,1.0
1967,1.5
1968,5.4
1969,2.1
1970,0.5
1971,2.0
1972,0.3
1973,0.2
1974,-1.3
1975,7.0
1976,-3.1
1977,-0.8
1978,3.5
1979,-4.1
1980,0.7
1981,-0.6
1982,-1.4
1983,7.9
1984,-1.3
1985,2.0
1986,4.6
1987,-5.0
1988,2.7
1989,4.6
1990,5.9
1991,-3.0
1992,0.5
1993,-4.5
1994,0.5
1995,4.6
1996,1.6
1997,-1.1
1998,5.5
1999,12.3
2000,11.3
2001,1.0
2002,0.0
2003,0.5
2004,5.0
2005,-3.4
2006,1.6
2007,2.6
2008,0.2
2009,-2.1
2010,1.9
2011,3.0
2012,3.1
2013,0.4
2014,
2016,
2017,
2018,
2019,
