,05-24
1881,4.4
1882,11.4
1883,6.8
1884,6.2
1885,13.6
1886,5.9
1887,10.2
1888,6.3
1889,10.8
1890,1.6
1891,10.4
1892,8.6
1893,8.0
1894,3.2
1895,11.7
1896,9.7
1897,9.6
1898,8.1
1899,0.6
1900,10.0
1901,7.0
1902,5.3
1903,10.3
1904,2.0
1905,3.7
1906,11.8
1907,3.7
1908,8.1
1909,2.4
1910,3.6
1911,7.1
1912,6.4
1913,10.7
1914,11.2
1915,8.3
1916,3.4
1917,7.8
1918,4.3
1919,6.2
1920,10.3
1921,6.0
1922,12.1
1923,5.0
1924,7.7
1925,2.3
1926,14.8
1927,10.4
1928,9.6
1929,7.3
1930,11.2
1931,11.9
1932,3.6
1933,8.2
1934,7.9
1935,6.1
1936,4.3
1937,11.7
1938,6.2
1939,8.4
1940,-0.7
1941,1.8
1942,3.6
1943,8.8
1944,2.9
1945,-0.1
1946,3.6
1947,8.8
1948,6.0
1949,5.5
1950,11.2
1951,2.6
1952,3.5
1953,11.2
1954,9.1
1955,0.7
1956,7.2
1957,2.6
1958,7.7
1959,5.1
1960,9.3
1961,4.1
1962,8.6
1963,13.6
1964,8.6
1965,3.6
1966,12.4
1967,10.4
1968,-0.1
1969,1.4
1970,5.3
1971,1.7
1972,10.2
1973,12.6
1974,1.4
1975,8.4
1976,8.4
1977,8.5
1978,7.3
1979,10.9
1980,5.0
1981,12.0
1982,8.1
1983,10.4
1984,13.4
1985,4.1
1986,9.0
1987,4.1
1988,9.1
1989,10.9
1990,7.5
1991,7.8
1992,7.3
1993,6.0
1994,5.5
1995,8.6
1996,8.1
1997,2.3
1998,6.2
1999,7.9
2000,10.2
2001,7.9
2002,2.9
2003,11.4
2004,4.7
2005,14.1
2006,9.6
2007,10.0
2008,5.3
2009,10.0
2010,11.1
2011,9.7
2012,6.1
2013,11.7
2014,
2015,
2016,
2017,
2018,
