,01-10
1881,-14.8
1882,-3.3
1883,-31.7
1884,-18.1
1885,-16.5
1886,-12.6
1887,-6.7
1888,-18.4
1889,-9.2
1890,0.6
1891,-6.3
1892,-10.3
1893,-16.9
1894,-8.8
1895,-7.0
1896,-16.2
1897,-20.0
1898,-18.4
1899,-18.3
1900,-18.1
1901,-6.7
1902,-13.5
1903,-6.1
1904,-11.2
1905,-5.6
1906,-7.0
1907,-7.6
1908,-19.4
1909,-9.8
1910,-5.6
1911,-1.8
1912,-18.0
1913,
1914,-17.3
1915,-11.4
1916,-5.7
1917,-13.0
1918,-27.0
1919,-3.7
1920,-4.3
1921,-0.3
1922,-19.6
1923,-1.2
1924,-6.4
1925,-4.6
1926,-25.0
1927,-12.2
1928,-4.7
1929,-2.7
1930,1.2
1931,-7.3
1932,-6.6
1933,-8.0
1934,-4.0
1935,-15.5
1936,-6.0
1937,-7.5
1938,-16.5
1939,-21.3
1940,-16.9
1941,-5.3
1942,-24.6
1943,-21.0
1944,-12.7
1945,-7.9
1946,0.5
1947,-15.9
1948,-12.9
1949,-4.7
1950,-26.9
1951,-20.9
1952,0.9
1953,-8.7
1954,-14.7
1955,-15.0
1956,
1957,0.0
1958,-25.9
1959,-3.0
1960,-14.2
1961,-1.6
1962,-0.1
1963,-18.1
1964,-0.2
1965,-18.1
1966,-15.9
1967,-21.5
1968,-27.4
1969,-10.1
1970,-19.5
1971,1.6
1972,-7.2
1973,-6.7
1974,-15.9
1975,-10.8
1976,-24.5
1977,-7.8
1978,-1.9
1979,-1.2
1980,-9.4
1981,-4.4
1982,-27.6
1983,0.5
1984,-9.1
1985,-16.2
1986,-8.0
1987,-34.7
1988,-4.5
1989,-0.5
1990,-0.6
1991,0.6
1992,-12.9
1993,-1.8
1994,-5.9
1995,-4.1
1996,-7.8
1997,-12.0
1998,-4.4
1999,-20.0
2000,0.3
2001,-1.2
2002,-4.1
2003,-26.1
2004,-18.9
2005,-0.7
2006,-5.3
2007,4.2
2008,-3.7
2009,-6.3
2010,-15.6
2011,1.2
2012,-3.9
2013,-6.5
2014,
2015,
2016,
2017,
2018,
2019,
