,07-29
1881,12.2
1882,12.0
1883,14.6
1884,13.1
1885,16.1
1886,17.6
1887,16.4
1888,13.0
1889,17.7
1890,13.5
1891,14.7
1892,9.5
1893,15.6
1894,12.9
1895,15.7
1896,18.5
1897,16.4
1898,14.1
1899,10.4
1900,9.5
1901,19.2
1902,12.8
1903,12.6
1904,7.9
1905,13.8
1906,17.0
1907,12.5
1908,15.0
1909,11.6
1910,15.3
1911,8.6
1912,16.4
1913,9.6
1914,12.8
1915,17.6
1916,14.0
1917,10.7
1918,13.1
1919,12.9
1920,15.1
1921,13.1
1922,14.1
1923,15.1
1924,13.1
1925,18.1
1926,14.3
1927,13.8
1928,10.8
1929,12.3
1930,14.4
1931,17.2
1932,20.2
1933,14.5
1934,15.2
1935,12.1
1936,16.6
1937,15.3
1938,18.5
1939,15.7
1940,14.6
1941,17.1
1942,14.0
1943,15.8
1944,10.9
1945,9.0
1946,17.7
1947,9.6
1948,14.9
1949,11.8
1950,12.2
1951,15.5
1952,11.5
1953,14.4
1954,14.5
1955,12.7
1956,13.1
1957,16.3
1958,17.4
1959,13.9
1960,18.0
1961,13.1
1962,12.4
1963,16.0
1964,17.3
1965,12.5
1966,14.7
1967,15.5
1968,14.2
1969,14.3
1970,16.7
1971,16.8
1972,12.9
1973,9.5
1974,12.3
1975,14.9
1976,15.4
1977,13.5
1978,16.3
1979,13.7
1980,16.6
1981,15.3
1982,11.3
1983,16.0
1984,13.4
1985,11.8
1986,18.3
1987,11.8
1988,15.4
1989,17.0
1990,9.1
1991,14.0
1992,12.9
1993,13.7
1994,18.7
1995,16.1
1996,14.7
1997,16.1
1998,15.6
1999,13.4
2000,14.0
2001,14.1
2002,18.3
2003,22.2
2004,16.8
2005,17.3
2006,11.1
2007,14.0
2008,12.1
2009,17.3
2010,25.0
2011,19.7
2012,18.6
2013,14.2
2014,
2015,
2016,
2017,
2018,
