,03-25
1881,-6.6
1882,-0.1
1883,-6.7
1884,-0.3
1885,-10.5
1886,-3.4
1887,-4.6
1888,-8.0
1889,-5.8
1890,1.5
1891,-13.6
1892,-11.6
1893,-6.0
1894,-2.0
1895,-15.5
1896,-1.5
1897,-6.5
1898,-8.9
1899,-22.1
1900,-8.4
1901,-9.9
1902,1.7
1903,-2.4
1904,-3.1
1905,-2.6
1906,-4.1
1907,-10.7
1908,-6.7
1909,-1.4
1910,0.4
1911,-9.6
1912,2.3
1913,-0.4
1914,-7.7
1915,-1.4
1916,-8.5
1917,-2.1
1918,-17.6
1919,-13.8
1920,-3.9
1921,-0.5
1922,-7.0
1923,-3.2
1924,-7.7
1925,-12.2
1926,-7.9
1927,-13.3
1928,-8.3
1929,-6.2
1930,-0.2
1931,-7.2
1932,-16.6
1933,-0.8
1934,-0.4
1935,-3.4
1936,-9.5
1937,-0.7
1938,4.0
1939,1.1
1940,-9.7
1941,-13.5
1942,-1.3
1943,-4.9
1944,-6.4
1945,0.7
1946,-11.6
1947,-2.3
1948,-11.7
1949,-0.9
1950,0.2
1951,-3.6
1952,-15.1
1953,-1.7
1954,-2.8
1955,-3.0
1956,-7.2
1957,-15.5
1958,-11.3
1959,-3.4
1960,-5.7
1961,-2.7
1962,-14.9
1963,-20.4
1964,-10.0
1965,-1.0
1966,0.4
1967,-5.6
1968,3.5
1969,-10.2
1970,-4.8
1971,-9.4
1972,-2.7
1973,-0.3
1974,-2.5
1975,1.9
1976,-2.9
1977,-0.6
1978,-1.4
1979,-0.4
1980,-10.5
1981,0.9
1982,0.2
1983,1.0
1984,-13.6
1985,0.8
1986,1.2
1987,-3.8
1988,1.7
1989,0.5
1990,3.0
1991,-2.4
1992,0.0
1993,-0.2
1994,-1.9
1995,3.3
1996,-5.2
1997,-10.4
1998,-8.7
1999,-3.2
2000,-3.5
2001,-10.9
2002,-6.6
2003,-1.7
2004,0.2
2005,-0.9
2006,-8.1
2007,-0.5
2008,-4.7
2009,-4.5
2010,-9.1
2011,-7.9
2012,-3.3
2013,-8.0
2014,
2015,
2016,
2017,
2018,
2019,
