,DATE,TMIN
154,1881-06-04,7.4
519,1882-06-04,6.6
884,1883-06-04,9.5
1250,1884-06-04,9.8
1615,1885-06-04,6.6
1980,1886-06-04,6.8
2345,1887-06-04,7.4
2711,1888-06-04,6.0
3076,1889-06-04,10.7
3441,1890-06-04,5.6
3806,1891-06-04,1.8
4172,1892-06-04,10.6
4537,1893-06-04,7.7
4902,1894-06-04,7.8
5267,1895-06-04,8.2
5633,1896-06-04,9.0
5998,1897-06-04,11.5
6363,1898-06-04,9.5
6728,1899-06-04,1.5
7093,1900-06-04,7.0
7458,1901-06-04,11.0
7823,1902-06-04,6.1
8188,1903-06-04,13.2
8554,1904-06-04,6.9
8919,1905-06-04,11.1
9284,1906-06-04,7.6
9649,1907-06-04,11.2
10015,1908-06-04,5.8
10380,1909-06-04,3.9
10745,1910-06-04,11.0
11110,1911-06-04,10.2
11476,1912-06-04,12.1
11841,1913-06-04,12.2
12206,1914-06-04,8.0
12571,1915-06-04,7.2
12937,1916-06-04,8.4
13302,1917-06-04,14.2
13667,1918-06-04,1.2
14032,1919-06-04,10.5
14398,1920-06-04,7.4
14763,1921-06-04,13.1
15128,1922-06-04,5.2
15493,1923-06-04,4.5
15859,1924-06-04,6.6
16224,1925-06-04,10.3
16589,1926-06-04,15.1
16954,1927-06-04,8.5
17320,1928-06-04,6.2
17685,1929-06-04,7.0
18050,1930-06-04,3.6
18415,1931-06-04,6.5
18781,1932-06-04,11.0
19146,1933-06-04,2.6
19511,1934-06-04,7.2
19876,1935-06-04,5.8
20242,1936-06-04,10.0
20607,1937-06-04,7.5
20972,1938-06-04,9.7
21337,1939-06-04,2.3
21703,1940-06-04,9.7
22068,1941-06-04,6.6
22433,1942-06-04,9.4
22798,1943-06-04,14.1
23164,1944-06-04,6.0
23529,1945-06-04,12.5
23894,1946-06-04,10.6
24259,1947-06-04,4.7
24625,1948-06-04,13.7
24990,1949-06-04,11.4
25355,1950-06-04,8.7
25720,1951-06-04,3.9
26086,1952-06-04,9.3
26451,1953-06-04,15.9
26816,1954-06-04,2.8
27181,1955-06-04,8.2
27547,1956-06-04,12.5
27912,1957-06-04,8.8
28277,1958-06-04,9.0
28642,1959-06-04,10.3
29008,1960-06-04,8.8
29373,1961-06-04,12.5
29738,1962-06-04,5.6
30103,1963-06-04,8.4
30469,1964-06-04,12.4
30834,1965-06-04,5.4
31199,1966-06-04,9.2
31564,1967-06-04,11.2
31930,1968-06-04,6.0
32295,1969-06-04,9.5
32660,1970-06-04,9.3
33025,1971-06-04,11.7
33391,1972-06-04,9.0
33756,1973-06-04,17.3
34121,1974-06-04,8.8
34486,1975-06-04,9.9
34852,1976-06-04,6.5
35217,1977-06-04,8.2
35582,1978-06-04,11.7
35947,1979-06-04,8.4
36313,1980-06-04,13.6
36678,1981-06-04,5.8
37043,1982-06-04,11.9
37408,1983-06-04,11.8
37774,1984-06-04,13.7
38139,1985-06-04,4.9
38504,1986-06-04,12.8
38869,1987-06-04,9.3
39235,1988-06-04,10.8
39600,1989-06-04,13.7
39965,1990-06-04,12.0
40330,1991-06-04,6.8
40696,1992-06-04,7.8
41061,1993-06-04,7.5
41426,1994-06-04,12.2
41791,1995-06-04,16.6
42157,1996-06-04,12.1
42522,1997-06-04,9.0
42887,1998-06-04,9.3
43252,1999-06-04,13.1
43618,2000-06-04,9.1
43983,2001-06-04,10.6
44348,2002-06-04,12.3
44713,2003-06-04,8.5
45079,2004-06-04,11.4
45444,2005-06-04,6.6
45809,2006-06-04,10.1
46174,2007-06-04,11.0
46540,2008-06-04,7.0
46905,2009-06-04,8.6
47270,2010-06-04,12.9
47635,2011-06-04,11.5
48001,2012-06-04,7.7
48366,2013-06-04,16.5
48731,2014-06-04,
49075,2015-06-04,
49441,2016-06-04,
49806,2017-06-04,
50171,2018-06-04,
