,01-22
1881,-22.1
1882,-3.2
1883,-8.5
1884,-15.3
1885,-6.9
1886,-15.0
1887,-3.8
1888,-17.2
1889,-9.0
1890,-12.3
1891,-13.0
1892,-24.2
1893,-13.6
1894,0.7
1895,-9.0
1896,-5.4
1897,-18.0
1898,-4.6
1899,-15.2
1900,-8.1
1901,-3.0
1902,-25.6
1903,-14.2
1904,-5.3
1905,-11.2
1906,-12.3
1907,-28.0
1908,-3.3
1909,-10.7
1910,-19.6
1911,-6.6
1912,-11.3
1913,
1914,-8.4
1915,
1916,-0.2
1917,-7.0
1918,0.8
1919,-10.6
1920,-20.4
1921,-10.1
1922,-14.9
1923,-5.4
1924,-17.4
1925,-3.2
1926,-17.2
1927,-13.8
1928,-10.8
1929,-22.5
1930,-0.9
1931,-23.8
1932,0.4
1933,-24.1
1934,-3.2
1935,-13.6
1936,-1.8
1937,-20.3
1938,-7.8
1939,-9.0
1940,-15.9
1941,-27.1
1942,-22.2
1943,-21.6
1944,-0.5
1945,-10.4
1946,-12.2
1947,-10.4
1948,-2.5
1949,-15.2
1950,-9.5
1951,-18.2
1952,-10.7
1953,-10.2
1954,-10.1
1955,-19.4
1956,
1957,1.1
1958,-9.1
1959,0.4
1960,-12.2
1961,-15.9
1962,-11.9
1963,-19.6
1964,-0.7
1965,-5.3
1966,-19.1
1967,-25.3
1968,-12.0
1969,-18.7
1970,-11.1
1971,0.3
1972,-7.1
1973,-16.4
1974,-14.8
1975,-1.2
1976,-2.0
1977,-23.3
1978,-13.3
1979,-13.8
1980,-15.1
1981,-6.9
1982,-6.4
1983,-4.9
1984,-8.0
1985,-24.7
1986,-11.8
1987,-8.1
1988,-8.1
1989,-0.1
1990,-17.3
1991,-8.5
1992,-1.2
1993,0.5
1994,0.8
1995,-13.4
1996,-5.3
1997,-0.2
1998,-1.1
1999,0.7
2000,-12.5
2001,-10.3
2002,-5.5
2003,-2.0
2004,-20.8
2005,-1.3
2006,-23.0
2007,-6.7
2008,-0.4
2009,-1.9
2010,-19.2
2011,-5.5
2012,-4.4
2013,-13.0
2014,
2015,
2016,
2017,-6.0
2018,-14.7
2019,-22.5
