,DATE,TMIN
182,1881-07-02,15.8
547,1882-07-02,12.0
912,1883-07-02,14.7
1278,1884-07-02,14.1
1643,1885-07-02,13.8
2008,1886-07-02,7.6
2373,1887-07-02,14.3
2739,1888-07-02,7.8
3104,1889-07-02,14.0
3469,1890-07-02,15.1
3834,1891-07-02,14.9
4200,1892-07-02,9.5
4565,1893-07-02,15.3
4930,1894-07-02,14.3
5295,1895-07-02,14.0
5661,1896-07-02,17.6
6026,1897-07-02,10.8
6391,1898-07-02,14.1
6756,1899-07-02,15.1
7121,1900-07-02,14.4
7486,1901-07-02,11.5
7851,1902-07-02,14.6
8216,1903-07-02,14.3
8582,1904-07-02,11.5
8947,1905-07-02,12.4
9312,1906-07-02,10.5
9677,1907-07-02,18.1
10043,1908-07-02,6.6
10408,1909-07-02,8.5
10773,1910-07-02,12.2
11138,1911-07-02,16.5
11504,1912-07-02,10.6
11869,1913-07-02,17.2
12234,1914-07-02,13.7
12599,1915-07-02,14.9
12965,1916-07-02,14.8
13330,1917-07-02,11.4
13695,1918-07-02,18.9
14060,1919-07-02,11.2
14426,1920-07-02,16.1
14791,1921-07-02,10.1
15156,1922-07-02,11.9
15521,1923-07-02,8.5
15887,1924-07-02,10.3
16252,1925-07-02,10.6
16617,1926-07-02,13.5
16982,1927-07-02,13.4
17348,1928-07-02,10.7
17713,1929-07-02,13.2
18078,1930-07-02,12.2
18443,1931-07-02,11.6
18809,1932-07-02,12.4
19174,1933-07-02,12.2
19539,1934-07-02,15.9
19904,1935-07-02,15.1
20270,1936-07-02,14.3
20635,1937-07-02,15.0
21000,1938-07-02,11.5
21365,1939-07-02,14.7
21731,1940-07-02,15.0
22096,1941-07-02,15.6
22461,1942-07-02,12.9
22826,1943-07-02,11.5
23192,1944-07-02,14.5
23557,1945-07-02,13.0
23922,1946-07-02,10.7
24287,1947-07-02,11.2
24653,1948-07-02,13.5
25018,1949-07-02,12.6
25383,1950-07-02,12.7
25748,1951-07-02,7.2
26114,1952-07-02,11.3
26479,1953-07-02,12.8
26844,1954-07-02,12.5
27209,1955-07-02,11.6
27575,1956-07-02,9.6
27940,1957-07-02,8.0
28305,1958-07-02,16.0
28670,1959-07-02,14.3
29036,1960-07-02,14.3
29401,1961-07-02,12.5
29766,1962-07-02,11.6
30131,1963-07-02,5.8
30497,1964-07-02,12.0
30862,1965-07-02,10.2
31227,1966-07-02,12.9
31592,1967-07-02,11.2
31958,1968-07-02,12.5
32323,1969-07-02,10.9
32688,1970-07-02,18.5
33053,1971-07-02,14.7
33419,1972-07-02,18.7
33784,1973-07-02,15.0
34149,1974-07-02,13.9
34514,1975-07-02,12.5
34880,1976-07-02,10.8
35245,1977-07-02,12.8
35610,1978-07-02,11.3
35975,1979-07-02,10.5
36341,1980-07-02,9.9
36706,1981-07-02,13.2
37071,1982-07-02,11.6
37436,1983-07-02,13.9
37802,1984-07-02,12.8
38167,1985-07-02,9.1
38532,1986-07-02,11.3
38897,1987-07-02,14.4
39263,1988-07-02,18.7
39628,1989-07-02,16.4
39993,1990-07-02,12.9
40358,1991-07-02,12.6
40724,1992-07-02,14.4
41089,1993-07-02,8.8
41454,1994-07-02,14.6
41819,1995-07-02,9.6
42185,1996-07-02,12.8
42550,1997-07-02,17.6
42915,1998-07-02,11.9
43280,1999-07-02,18.9
43646,2000-07-02,13.5
44011,2001-07-02,17.8
44376,2002-07-02,12.3
44741,2003-07-02,14.2
45107,2004-07-02,13.5
45472,2005-07-02,9.7
45837,2006-07-02,13.7
46202,2007-07-02,12.2
46568,2008-07-02,13.8
46933,2009-07-02,14.5
47298,2010-07-02,16.4
47663,2011-07-02,19.8
48029,2012-07-02,16.7
48394,2013-07-02,16.3
48759,2014-07-02,
49103,2015-07-02,13.6
49469,2016-07-02,
49834,2017-07-02,
50199,2018-07-02,
