,08-29
1881,15.4
1882,14.4
1883,12.2
1884,7.7
1885,2.8
1886,10.8
1887,10.3
1888,12.9
1889,9.6
1890,10.8
1891,13.9
1892,12.9
1893,3.6
1894,10.1
1895,10.2
1896,11.9
1897,15.0
1898,10.0
1899,8.8
1900,4.8
1901,14.1
1902,9.5
1903,11.2
1904,10.4
1905,5.8
1906,5.5
1907,8.9
1908,9.6
1909,13.0
1910,11.6
1911,14.1
1912,11.0
1913,11.8
1914,9.2
1915,14.3
1916,11.7
1917,13.3
1918,7.3
1919,11.5
1920,16.8
1921,11.9
1922,10.2
1923,12.0
1924,9.6
1925,13.7
1926,11.0
1927,13.4
1928,12.9
1929,11.3
1930,15.5
1931,12.2
1932,10.3
1933,7.7
1934,12.2
1935,12.8
1936,8.7
1937,10.1
1938,13.8
1939,13.3
1940,10.2
1941,10.3
1942,16.7
1943,12.0
1944,14.9
1945,11.8
1946,13.1
1947,8.0
1948,7.4
1949,10.8
1950,9.0
1951,15.9
1952,8.5
1953,11.6
1954,14.1
1955,11.2
1956,12.4
1957,11.1
1958,10.2
1959,7.5
1960,12.9
1961,10.9
1962,11.5
1963,14.8
1964,10.0
1965,15.6
1966,1.3
1967,11.8
1968,15.9
1969,11.8
1970,11.5
1971,13.7
1972,12.3
1973,4.3
1974,15.5
1975,10.0
1976,12.1
1977,12.5
1978,7.6
1979,14.4
1980,8.6
1981,8.6
1982,11.8
1983,10.8
1984,7.5
1985,13.1
1986,8.1
1987,12.6
1988,12.5
1989,10.0
1990,11.6
1991,14.0
1992,16.9
1993,8.0
1994,13.4
1995,11.6
1996,14.5
1997,17.9
1998,10.5
1999,14.5
2000,11.6
2001,10.3
2002,16.8
2003,11.3
2004,15.5
2005,13.2
2006,14.5
2007,9.7
2008,11.0
2009,14.0
2010,7.2
2011,14.9
2012,13.3
2013,13.9
2014,
2015,
2016,
2017,10.7
2018,
