,02-22
1881,-17.8
1882,-11.1
1883,-13.0
1884,-20.2
1885,-27.0
1886,-16.9
1887,-11.8
1888,-18.1
1889,-14.3
1890,-12.3
1891,-14.5
1892,-5.3
1893,-29.1
1894,-2.2
1895,-18.4
1896,-12.7
1897,0.2
1898,-13.8
1899,-9.5
1900,-4.4
1901,-13.7
1902,-3.8
1903,-1.1
1904,-4.8
1905,-1.4
1906,-10.7
1907,-1.6
1908,-8.8
1909,-8.1
1910,-6.1
1911,-18.2
1912,
1913,-12.9
1914,-12.9
1915,-0.4
1916,-10.7
1917,-20.9
1918,-12.3
1919,-2.9
1920,-14.8
1921,-3.5
1922,-10.7
1923,-15.9
1924,-7.9
1925,-13.3
1926,-17.5
1927,-22.8
1928,-12.5
1929,-14.6
1930,-5.9
1931,-3.8
1932,-15.0
1933,-23.3
1934,-17.4
1935,2.8
1936,-20.5
1937,-1.3
1938,-12.1
1939,-3.0
1940,-10.0
1941,-14.5
1942,-17.2
1943,-5.0
1944,-10.3
1945,-4.5
1946,-12.5
1947,-15.1
1948,-7.7
1949,0.0
1950,-2.7
1951,-10.4
1952,-4.2
1953,-18.4
1954,-13.8
1955,-16.4
1956,-22.0
1957,-7.0
1958,-9.3
1959,-5.6
1960,-5.9
1961,-1.7
1962,-11.6
1963,-20.2
1964,-17.3
1965,-16.2
1966,-10.6
1967,-5.8
1968,-12.7
1969,-2.2
1970,-19.6
1971,-20.7
1972,-5.1
1973,-5.1
1974,-2.4
1975,-5.0
1976,-9.8
1977,-2.0
1978,-18.3
1979,-11.3
1980,-5.5
1981,-6.4
1982,-7.4
1983,-19.2
1984,-11.6
1985,-18.9
1986,-15.5
1987,-7.7
1988,-14.3
1989,-2.4
1990,1.1
1991,0.6
1992,-14.5
1993,-6.5
1994,-11.0
1995,0.7
1996,-10.4
1997,-1.0
1998,3.3
1999,-6.1
2000,-9.5
2001,-14.6
2002,-12.2
2003,-8.1
2004,-3.2
2005,-14.6
2006,-10.9
2007,-18.1
2008,1.1
2009,-4.7
2010,-14.4
2011,-16.7
2012,-3.8
2013,-13.6
2014,-2.0
2015,
2016,
2017,
2018,-19.4
2019,
