,08-24
1881,11.4
1882,13.4
1883,12.7
1884,9.5
1885,9.6
1886,11.0
1887,9.4
1888,9.7
1889,12.3
1890,10.3
1891,11.7
1892,15.0
1893,11.5
1894,11.6
1895,14.9
1896,14.2
1897,14.1
1898,13.5
1899,7.9
1900,16.9
1901,13.1
1902,9.3
1903,9.7
1904,12.0
1905,9.8
1906,9.0
1907,8.4
1908,12.5
1909,13.1
1910,7.7
1911,12.6
1912,9.0
1913,14.3
1914,7.9
1915,11.9
1916,10.3
1917,14.4
1918,11.7
1919,7.8
1920,10.5
1921,8.5
1922,11.7
1923,11.1
1924,12.2
1925,7.6
1926,11.3
1927,12.6
1928,12.6
1929,12.9
1930,12.8
1931,11.7
1932,10.1
1933,12.4
1934,13.8
1935,9.4
1936,14.6
1937,15.5
1938,14.3
1939,16.7
1940,12.8
1941,10.7
1942,12.6
1943,12.0
1944,10.1
1945,14.3
1946,13.5
1947,11.2
1948,11.7
1949,6.7
1950,5.8
1951,11.0
1952,12.3
1953,13.4
1954,13.0
1955,14.7
1956,10.3
1957,11.2
1958,9.1
1959,18.8
1960,11.2
1961,12.4
1962,12.6
1963,13.9
1964,11.6
1965,15.9
1966,9.4
1967,12.0
1968,14.6
1969,12.8
1970,11.4
1971,5.9
1972,15.4
1973,9.7
1974,13.8
1975,17.1
1976,9.9
1977,7.3
1978,13.1
1979,13.0
1980,9.3
1981,13.0
1982,11.3
1983,10.3
1984,10.0
1985,12.7
1986,11.1
1987,11.2
1988,17.0
1989,12.5
1990,9.3
1991,13.6
1992,10.3
1993,11.0
1994,10.1
1995,17.1
1996,10.6
1997,18.2
1998,12.1
1999,10.2
2000,12.4
2001,11.4
2002,14.7
2003,14.9
2004,11.3
2005,13.8
2006,16.2
2007,18.0
2008,13.9
2009,15.2
2010,14.0
2011,15.9
2012,13.8
2013,10.8
2014,
2015,
2016,
2017,
2018,
