,01-21
1881,-21.8
1882,-1.2
1883,-3.4
1884,-5.2
1885,-5.1
1886,-10.9
1887,-8.1
1888,-18.2
1889,-7.5
1890,-15.5
1891,-11.3
1892,-21.5
1893,-14.5
1894,-0.4
1895,-7.0
1896,-12.9
1897,-15.5
1898,-3.9
1899,-17.1
1900,-9.1
1901,-4.6
1902,-19.5
1903,-10.5
1904,-1.8
1905,-13.3
1906,-10.9
1907,-27.4
1908,-4.3
1909,-4.3
1910,-13.7
1911,-7.8
1912,-10.7
1913,
1914,-5.4
1915,-7.7
1916,1.7
1917,-13.4
1918,-9.9
1919,-11.2
1920,-12.5
1921,-6.2
1922,-15.0
1923,-8.9
1924,-17.5
1925,-1.1
1926,-12.1
1927,-15.6
1928,-21.0
1929,-19.9
1930,1.0
1931,-14.5
1932,-1.5
1933,-26.6
1934,-7.3
1935,-6.4
1936,-2.8
1937,-16.6
1938,-7.8
1939,-8.8
1940,-18.5
1941,-26.6
1942,-30.4
1943,-23.0
1944,-3.1
1945,-10.2
1946,-16.0
1947,-8.3
1948,-6.0
1949,-4.9
1950,-9.6
1951,-10.2
1952,-12.6
1953,-6.1
1954,-7.1
1955,-18.0
1956,
1957,1.4
1958,-8.0
1959,-15.8
1960,-8.9
1961,-12.4
1962,-9.5
1963,-19.0
1964,-2.5
1965,-7.1
1966,-23.6
1967,-21.1
1968,-7.0
1969,-21.8
1970,-13.6
1971,0.6
1972,-9.5
1973,-17.4
1974,-18.0
1975,-1.7
1976,-4.7
1977,-21.5
1978,-14.0
1979,-15.4
1980,-9.2
1981,-6.3
1982,-3.7
1983,-14.1
1984,-7.7
1985,-29.8
1986,-27.8
1987,-8.1
1988,-7.0
1989,-1.2
1990,-7.6
1991,-1.4
1992,-7.5
1993,-2.5
1994,-5.8
1995,-10.6
1996,-4.2
1997,-10.2
1998,0.1
1999,1.6
2000,-15.8
2001,-10.3
2002,-5.6
2003,-6.5
2004,-21.5
2005,-0.5
2006,-26.7
2007,-7.3
2008,0.7
2009,-5.1
2010,-21.8
2011,-4.8
2012,-6.7
2013,-13.6
2014,-11.1
2015,
2016,
2017,
2018,
2019,-20.4
