,DATE,TMIN
217,1881-08-06,10.7
582,1882-08-06,14.4
947,1883-08-06,6.6
1313,1884-08-06,13.9
1678,1885-08-06,10.9
2043,1886-08-06,13.8
2408,1887-08-06,10.8
2774,1888-08-06,12.3
3139,1889-08-06,14.9
3504,1890-08-06,16.8
3869,1891-08-06,9.7
4235,1892-08-06,11.0
4600,1893-08-06,17.0
4965,1894-08-06,12.7
5330,1895-08-06,18.7
5696,1896-08-06,14.8
6061,1897-08-06,9.0
6426,1898-08-06,12.1
6791,1899-08-06,10.5
7156,1900-08-06,15.4
7521,1901-08-06,16.0
7886,1902-08-06,11.5
8251,1903-08-06,12.1
8617,1904-08-06,12.6
8982,1905-08-06,12.7
9347,1906-08-06,10.0
9712,1907-08-06,12.5
10078,1908-08-06,12.5
10443,1909-08-06,15.0
10808,1910-08-06,11.8
11173,1911-08-06,16.0
11539,1912-08-06,20.2
11904,1913-08-06,15.2
12269,1914-08-06,12.7
12634,1915-08-06,12.8
13000,1916-08-06,10.4
13365,1917-08-06,9.6
13730,1918-08-06,12.2
14095,1919-08-06,13.2
14461,1920-08-06,14.3
14826,1921-08-06,12.0
15191,1922-08-06,11.0
15556,1923-08-06,7.9
15922,1924-08-06,14.5
16287,1925-08-06,15.5
16652,1926-08-06,10.7
17017,1927-08-06,16.1
17383,1928-08-06,10.3
17748,1929-08-06,15.6
18113,1930-08-06,16.0
18478,1931-08-06,12.8
18844,1932-08-06,18.5
19209,1933-08-06,11.9
19574,1934-08-06,12.5
19939,1935-08-06,11.3
20305,1936-08-06,12.9
20670,1937-08-06,13.8
21035,1938-08-06,15.6
21400,1939-08-06,14.7
21766,1940-08-06,11.4
22131,1941-08-06,17.2
22496,1942-08-06,13.5
22861,1943-08-06,15.6
23227,1944-08-06,10.0
23592,1945-08-06,16.0
23957,1946-08-06,12.7
24322,1947-08-06,15.8
24688,1948-08-06,9.9
25053,1949-08-06,13.3
25418,1950-08-06,9.5
25783,1951-08-06,12.2
26149,1952-08-06,15.6
26514,1953-08-06,12.1
26879,1954-08-06,12.5
27244,1955-08-06,13.3
27610,1956-08-06,13.1
27975,1957-08-06,12.4
28340,1958-08-06,12.5
28705,1959-08-06,17.9
29071,1960-08-06,9.5
29436,1961-08-06,13.7
29801,1962-08-06,14.1
30166,1963-08-06,9.3
30532,1964-08-06,14.2
30897,1965-08-06,11.4
31262,1966-08-06,16.2
31627,1967-08-06,15.5
31993,1968-08-06,10.1
32358,1969-08-06,12.3
32723,1970-08-06,16.7
33088,1971-08-06,18.1
33454,1972-08-06,15.0
33819,1973-08-06,16.7
34184,1974-08-06,12.8
34549,1975-08-06,15.7
34915,1976-08-06,12.5
35280,1977-08-06,18.8
35645,1978-08-06,11.3
36010,1979-08-06,11.0
36376,1980-08-06,17.1
36741,1981-08-06,14.2
37106,1982-08-06,12.1
37471,1983-08-06,19.0
37837,1984-08-06,16.5
38202,1985-08-06,12.1
38567,1986-08-06,17.5
38932,1987-08-06,11.2
39298,1988-08-06,12.4
39663,1989-08-06,13.5
40028,1990-08-06,15.9
40393,1991-08-06,18.1
40759,1992-08-06,14.2
41124,1993-08-06,12.5
41489,1994-08-06,19.5
41854,1995-08-06,11.7
42220,1996-08-06,11.4
42585,1997-08-06,15.7
42950,1998-08-06,13.8
43315,1999-08-06,15.1
43681,2000-08-06,15.9
44046,2001-08-06,15.2
44411,2002-08-06,12.6
44776,2003-08-06,15.9
45142,2004-08-06,18.0
45507,2005-08-06,14.6
45872,2006-08-06,12.6
46237,2007-08-06,16.0
46603,2008-08-06,10.1
46968,2009-08-06,10.5
47333,2010-08-06,18.1
47698,2011-08-06,16.9
48064,2012-08-06,15.5
48429,2013-08-06,18.5
48794,2014-08-06,
49138,2015-08-06,
49504,2016-08-06,
49869,2017-08-06,
50234,2018-08-06,
