,TMAX
1881,-5.2
1882,
1883,
1884,-7.7
1885,-3.2
1886,-7.8
1887,1.5
1888,-11.9
1889,-8.9
1890,2.3
1891,2.0
1892,-8.9
1893,-2.8
1894,1.8
1895,-0.4
1896,4.6
1897,-6.1
1898,-5.2
1899,-11.2
1900,-8.3
1901,-1.9
1902,-4.2
1903,
1904,-6.1
1905,0.3
1906,-6.6
1907,2.4
1908,2.2
1909,2.7
1910,1.0
1911,2.4
1912,3.4
1913,1.5
1914,-0.6
1915,-12.3
1916,0.8
1917,-12.6
1918,-1.0
1919,0.9
1920,2.0
1921,0.8
1922,-3.6
1923,-6.1
1924,0.8
1925,-3.9
1926,3.0
1927,3.6
1928,-2.1
1929,-2.6
1930,3.6
1931,-10.9
1932,-0.1
1933,-5.4
1934,-3.8
1935,-5.0
1936,2.1
1937,1.4
1938,3.3
1939,0.6
1940,-2.5
1941,1.5
1942,-11.2
1943,0.5
1944,2.3
1945,-10.2
1946,-1.4
1947,-8.8
1948,1.5
1949,-8.0
1950,-0.4
1951,-2.6
1952,-1.9
1953,-4.4
1954,2.5
1955,-3.4
1956,-0.1
1957,-5.2
1958,-9.8
1959,7.3
1960,-6.8
1961,4.6
1962,-7.6
1963,-5.0
1964,-4.5
1965,-3.9
1966,1.5
1967,3.1
1968,-1.0
1969,-5.5
1970,0.6
1971,-7.9
1972,-1.3
1973,-3.0
1974,2.0
1975,2.2
1976,-6.1
1977,-8.5
1978,3.0
1979,3.5
1980,-3.6
1981,-2.2
1982,3.2
1983,-2.0
1984,1.2
1985,-2.9
1986,1.6
1987,-10.9
1988,-2.2
1989,3.6
1990,-1.5
1991,-0.3
1992,4.0
1993,-2.8
1994,-1.4
1995,4.4
1996,-3.2
1997,3.5
1998,1.7
1999,-2.4
2000,3.2
2001,-2.8
2002,-0.4
2003,-7.5
2004,-3.0
2005,-1.7
2006,-5.5
2007,2.2
2008,-2.3
2009,1.2
2010,-2.5
2011,2.4
2012,0.2
2013,-5.9
2014,
2015,
2016,1.5
2017,
2018,-5.5
2019,-0.8
