,TMAX
1881,2.7
1882,
1883,
1884,8.8
1885,7.8
1886,9.4
1887,2.3
1888,2.5
1889,4.0
1890,18.0
1891,5.6
1892,0.3
1893,4.2
1894,7.5
1895,2.8
1896,4.4
1897,5.5
1898,1.1
1899,11.5
1900,7.9
1901,6.2
1902,-3.0
1903,
1904,4.8
1905,2.3
1906,4.5
1907,10.0
1908,4.9
1909,-0.6
1910,9.0
1911,4.4
1912,-2.3
1913,5.3
1914,6.9
1915,6.9
1916,4.8
1917,2.0
1918,6.4
1919,8.4
1920,8.5
1921,11.2
1922,0.1
1923,5.0
1924,3.8
1925,13.4
1926,1.5
1927,8.8
1928,1.9
1929,1.4
1930,11.9
1931,-0.4
1932,3.1
1933,5.5
1934,12.2
1935,3.7
1936,1.6
1937,12.4
1938,2.1
1939,3.8
1940,4.6
1941,-0.9
1942,7.9
1943,3.6
1944,2.8
1945,4.9
1946,5.5
1947,1.6
1948,14.1
1949,6.8
1950,10.2
1951,12.5
1952,6.8
1953,7.5
1954,4.0
1955,-2.0
1956,1.6
1957,1.9
1958,3.8
1959,1.7
1960,8.6
1961,3.4
1962,7.2
1963,7.5
1964,1.4
1965,0.6
1966,3.8
1967,12.0
1968,3.4
1969,5.7
1970,13.1
1971,11.4
1972,3.7
1973,9.6
1974,3.7
1975,11.6
1976,2.4
1977,1.2
1978,3.5
1979,5.3
1980,10.3
1981,5.4
1982,11.7
1983,5.5
1984,7.4
1985,2.2
1986,7.0
1987,0.8
1988,4.3
1989,8.3
1990,7.5
1991,12.6
1992,-1.1
1993,-0.4
1994,7.2
1995,4.4
1996,11.4
1997,4.0
1998,1.0
1999,7.6
2000,6.2
2001,18.3
2002,11.1
2003,4.8
2004,12.4
2005,13.7
2006,12.2
2007,4.6
2008,11.0
2009,5.5
2010,11.5
2011,6.6
2012,3.9
2013,3.3
2014,
2016,
2017,
2018,
2019,
