,TMAX
1881,11.0
1882,
1883,9.1
1884,13.0
1885,8.6
1886,6.9
1887,10.0
1888,8.9
1889,11.6
1890,17.4
1891,9.3
1892,12.0
1893,12.6
1894,6.1
1895,12.2
1896,11.9
1897,15.4
1898,12.4
1899,12.5
1900,21.2
1901,18.1
1902,11.0
1903,14.7
1904,19.3
1905,10.2
1906,5.5
1907,4.2
1908,9.9
1909,16.1
1910,10.7
1911,13.0
1912,3.0
1913,13.1
1914,11.9
1915,10.7
1916,14.3
1917,10.5
1918,14.6
1919,12.2
1920,14.5
1921,9.4
1922,9.9
1923,21.1
1924,20.0
1925,22.6
1926,16.5
1927,13.4
1928,13.7
1929,12.3
1930,13.2
1931,10.1
1932,15.1
1933,14.8
1934,15.4
1935,12.2
1936,11.5
1937,15.3
1938,15.9
1939,6.2
1940,12.6
1941,11.3
1942,14.0
1943,16.7
1944,19.3
1945,8.3
1946,14.6
1947,16.8
1948,10.8
1949,14.5
1950,13.9
1951,15.4
1952,9.9
1953,7.7
1954,13.2
1955,12.0
1956,12.0
1957,7.6
1958,14.2
1959,8.4
1960,15.7
1961,16.1
1962,15.3
1963,20.9
1964,12.7
1965,17.6
1966,7.9
1967,12.1
1968,12.8
1969,14.8
1970,5.9
1971,14.4
1972,14.0
1973,9.3
1974,13.5
1975,14.2
1976,8.8
1977,7.9
1978,6.8
1979,15.0
1980,11.9
1981,13.7
1982,9.5
1983,11.1
1984,13.8
1985,7.8
1986,8.3
1987,12.1
1988,15.0
1989,13.8
1990,8.0
1991,16.5
1992,16.3
1993,8.2
1994,13.7
1995,17.8
1996,14.5
1997,10.2
1998,10.2
1999,14.4
2000,13.4
2001,9.5
2002,10.4
2003,14.3
2004,11.5
2005,18.5
2006,16.4
2007,19.9
2008,15.1
2009,12.5
2010,19.7
2011,12.7
2012,10.7
2013,6.3
2014,
2015,
2016,13.8
2017,19.8
2018,12.0
