,TMAX
1881,-3.7
1882,
1883,1.8
1884,3.1
1885,-10.1
1886,2.5
1887,-1.1
1888,3.2
1889,-6.3
1890,-5.3
1891,-5.5
1892,-4.0
1893,-3.1
1894,-8.4
1895,-0.6
1896,-4.5
1897,-3.0
1898,5.0
1899,-8.0
1900,2.6
1901,-1.0
1902,-4.4
1903,
1904,0.4
1905,3.5
1906,2.7
1907,-2.1
1908,3.4
1909,2.2
1910,0.9
1911,-3.8
1912,1.5
1913,-0.8
1914,5.5
1915,-2.5
1916,-3.4
1917,0.3
1918,-4.5
1919,1.2
1920,-3.7
1921,-13.1
1922,-5.0
1923,1.9
1924,1.3
1925,1.4
1926,-0.2
1927,-2.9
1928,1.9
1929,5.7
1930,0.7
1931,1.1
1932,-1.1
1933,-1.0
1934,0.6
1935,1.1
1936,1.3
1937,-7.8
1938,6.0
1939,-1.8
1940,-3.3
1941,-10.4
1942,-7.7
1943,-2.7
1944,-3.5
1945,-6.3
1946,-3.4
1947,0.8
1948,5.8
1949,6.7
1950,-0.6
1951,3.4
1952,-5.4
1953,3.6
1954,-2.2
1955,-15.6
1956,-4.9
1957,-3.7
1958,-6.6
1959,-11.1
1960,4.2
1961,1.4
1962,2.2
1963,-2.3
1964,1.8
1965,-1.6
1966,-9.4
1967,-6.5
1968,-6.0
1969,0.7
1970,1.8
1971,0.9
1972,5.4
1973,-21.3
1974,-0.4
1975,-0.1
1976,0.7
1977,-2.2
1978,-1.9
1979,-4.0
1980,1.8
1981,-2.2
1982,-2.5
1983,0.9
1984,4.0
1985,-2.0
1986,-2.4
1987,-11.1
1988,0.6
1989,-9.6
1990,1.3
1991,1.5
1992,-0.5
1993,2.7
1994,-0.8
1995,-4.6
1996,4.5
1997,-0.8
1998,-2.9
1999,0.7
2000,4.2
2001,-6.1
2002,-8.5
2003,0.4
2004,1.5
2005,-2.8
2006,8.8
2007,5.3
2008,-1.4
2009,-1.1
2010,-1.1
2011,1.1
2012,-4.2
2013,-3.6
2014,3.5
2015,
2016,
2017,2.7
2018,-0.4
