,TMAX
1881,16.0
1882,
1883,
1884,21.3
1885,14.0
1886,25.2
1887,15.5
1888,16.1
1889,21.3
1890,21.6
1891,12.9
1892,14.4
1893,15.0
1894,19.3
1895,15.3
1896,17.9
1897,19.3
1898,16.1
1899,14.5
1900,15.4
1901,16.2
1902,19.0
1903,11.2
1904,15.0
1905,23.3
1906,24.6
1907,20.0
1908,22.8
1909,16.3
1910,29.0
1911,15.5
1912,22.3
1913,11.3
1914,19.1
1915,14.9
1916,15.5
1917,21.6
1918,17.4
1919,17.0
1920,15.7
1921,14.7
1922,25.0
1923,16.2
1924,20.5
1925,15.4
1926,22.9
1927,19.5
1928,13.5
1929,19.3
1930,22.2
1931,14.6
1932,20.4
1933,20.5
1934,13.8
1935,20.5
1936,24.1
1937,18.5
1938,15.8
1939,28.4
1940,12.6
1941,16.2
1942,14.2
1943,21.5
1944,18.7
1945,20.1
1946,20.7
1947,17.1
1948,18.0
1949,13.3
1950,10.1
1951,21.1
1952,19.6
1953,20.0
1954,22.9
1955,19.7
1956,24.9
1957,15.6
1958,15.7
1959,19.0
1960,26.0
1961,26.1
1962,15.5
1963,14.4
1964,21.9
1965,16.3
1966,21.4
1967,11.6
1968,22.6
1969,23.6
1970,12.9
1971,13.2
1972,30.0
1973,20.6
1974,21.2
1975,17.1
1976,14.3
1977,27.7
1978,12.3
1979,22.3
1980,18.8
1981,11.1
1982,13.2
1983,20.1
1984,19.5
1985,19.9
1986,22.2
1987,18.0
1988,14.0
1989,13.3
1990,14.0
1991,18.9
1992,28.7
1993,16.4
1994,20.2
1995,31.0
1996,14.8
1997,26.3
1998,24.4
1999,28.4
2000,17.7
2001,13.6
2002,20.8
2003,17.1
2004,19.2
2005,16.9
2006,27.5
2007,23.8
2008,20.5
2009,21.4
2010,16.8
2011,14.7
2012,23.2
2013,24.5
2014,
2015,
2016,19.8
2017,16.7
2018,23.3
