,TMAX
1881,18.8
1882,
1883,
1884,17.0
1885,15.5
1886,21.9
1887,17.3
1888,20.4
1889,20.1
1890,22.2
1891,19.9
1892,18.6
1893,28.7
1894,19.9
1895,29.5
1896,22.2
1897,18.4
1898,20.5
1899,16.1
1900,24.0
1901,20.3
1902,15.7
1903,19.6
1904,19.3
1905,24.5
1906,14.2
1907,19.7
1908,20.4
1909,19.3
1910,17.7
1911,29.7
1912,30.9
1913,19.5
1914,16.7
1915,18.0
1916,16.2
1917,16.3
1918,18.7
1919,19.6
1920,26.4
1921,19.7
1922,20.8
1923,16.5
1924,26.0
1925,21.6
1926,15.9
1927,25.5
1928,13.4
1929,24.3
1930,21.9
1931,20.3
1932,30.2
1933,18.3
1934,20.8
1935,17.5
1936,21.4
1937,26.0
1938,22.8
1939,25.7
1940,21.2
1941,25.8
1942,22.4
1943,22.7
1944,18.3
1945,24.9
1946,18.9
1947,27.9
1948,18.0
1949,20.2
1950,18.5
1951,20.4
1952,23.4
1953,18.4
1954,18.0
1955,24.2
1956,18.7
1957,20.9
1958,19.6
1959,27.8
1960,21.7
1961,19.8
1962,18.8
1963,18.6
1964,19.5
1965,18.7
1966,22.1
1967,27.3
1968,20.4
1969,23.8
1970,24.2
1971,23.1
1972,23.9
1973,22.1
1974,17.5
1975,27.0
1976,15.2
1977,24.5
1978,14.9
1979,13.9
1980,23.2
1981,24.1
1982,18.8
1983,26.1
1984,26.0
1985,21.6
1986,26.7
1987,20.0
1988,17.6
1989,18.7
1990,25.2
1991,25.5
1992,21.3
1993,23.1
1994,28.1
1995,21.9
1996,18.9
1997,24.8
1998,19.0
1999,22.8
2000,20.7
2001,19.0
2002,18.1
2003,21.1
2004,27.8
2005,24.4
2006,26.6
2007,25.9
2008,16.4
2009,22.5
2010,28.7
2011,25.1
2012,24.0
2013,26.4
2014,
2015,27.0
2016,
2017,
2018,
