,TMAX
1881,6.0
1882,
1883,
1884,7.8
1885,11.8
1886,11.8
1887,14.2
1888,8.3
1889,15.8
1890,15.7
1891,11.1
1892,12.7
1893,17.9
1894,13.7
1895,16.9
1896,5.3
1897,25.6
1898,16.6
1899,13.0
1900,4.1
1901,20.2
1902,4.1
1903,7.0
1904,8.5
1905,13.5
1906,16.2
1907,12.1
1908,6.9
1909,5.8
1910,21.8
1911,14.2
1912,14.0
1913,11.8
1914,12.9
1915,15.0
1916,2.9
1917,6.8
1918,11.6
1919,9.6
1920,13.7
1921,24.7
1922,11.4
1923,8.4
1924,23.9
1925,24.4
1926,8.6
1927,4.1
1928,9.9
1929,15.4
1930,11.5
1931,15.0
1932,15.3
1933,15.3
1934,12.4
1935,7.2
1936,17.3
1937,18.6
1938,9.6
1939,7.5
1940,22.3
1941,6.7
1942,12.6
1943,18.3
1944,16.2
1945,9.7
1946,9.8
1947,17.2
1948,20.8
1949,11.8
1950,13.3
1951,10.7
1952,19.5
1953,7.4
1954,5.3
1955,10.4
1956,9.4
1957,17.9
1958,11.6
1959,18.3
1960,19.1
1961,11.9
1962,10.7
1963,26.6
1964,15.7
1965,17.2
1966,13.4
1967,15.4
1968,22.1
1969,16.7
1970,14.8
1971,17.4
1972,11.8
1973,14.6
1974,8.5
1975,23.4
1976,24.0
1977,18.6
1978,10.6
1979,11.3
1980,6.8
1981,11.7
1982,13.6
1983,20.5
1984,11.2
1985,11.9
1986,17.4
1987,12.6
1988,17.8
1989,16.8
1990,12.3
1991,20.5
1992,8.2
1993,19.7
1994,18.2
1995,9.3
1996,21.9
1997,21.2
1998,11.6
1999,6.5
2000,6.3
2001,10.6
2002,20.1
2003,20.5
2004,6.4
2005,17.7
2006,18.6
2007,14.1
2008,19.0
2009,14.7
2010,18.0
2011,18.6
2012,17.6
2013,16.9
2014,
2015,
2016,15.0
2017,
2018,25.0
