,TMAX
1881,3.8
1882,
1883,-0.5
1884,-6.0
1885,-9.4
1886,-3.5
1887,5.0
1888,4.0
1889,2.2
1890,-3.3
1891,-10.1
1892,-0.1
1893,-8.5
1894,2.2
1895,-2.2
1896,3.4
1897,-0.4
1898,3.9
1899,3.2
1900,-1.8
1901,1.0
1902,-13.8
1903,
1904,0.0
1905,2.9
1906,1.6
1907,-1.6
1908,0.7
1909,-8.3
1910,-0.2
1911,1.3
1912,3.6
1913,-3.2
1914,1.8
1915,-8.2
1916,6.3
1917,0.8
1918,-1.2
1919,3.1
1920,0.2
1921,-0.1
1922,-4.4
1923,0.6
1924,4.0
1925,-7.5
1926,1.0
1927,0.3
1928,5.2
1929,2.4
1930,3.6
1931,-3.8
1932,1.3
1933,-0.3
1934,1.7
1935,-4.5
1936,-1.5
1937,-0.8
1938,4.2
1939,-0.9
1940,6.0
1941,-4.4
1942,-1.7
1943,1.5
1944,3.3
1945,1.1
1946,2.3
1947,1.5
1948,2.0
1949,-2.3
1950,1.2
1951,2.2
1952,-1.4
1953,1.3
1954,-6.5
1955,0.2
1956,1.2
1957,-5.9
1958,-4.8
1959,-4.6
1960,1.2
1961,2.6
1962,4.5
1963,-6.4
1964,-5.1
1965,-13.3
1966,2.1
1967,-2.4
1968,3.7
1969,0.0
1970,3.0
1971,1.8
1972,-3.5
1973,-4.0
1974,1.5
1975,-2.5
1976,-0.9
1977,0.9
1978,-0.6
1979,3.1
1980,-3.8
1981,-1.4
1982,5.8
1983,2.6
1984,-3.1
1985,-5.0
1986,9.8
1987,3.7
1988,-4.5
1989,-7.5
1990,1.6
1991,6.0
1992,-4.4
1993,-2.0
1994,-2.8
1995,-0.6
1996,2.0
1997,-0.6
1998,-3.1
1999,3.3
2000,-3.2
2001,2.0
2002,4.9
2003,2.4
2004,-2.8
2005,1.4
2006,8.5
2007,1.8
2008,2.4
2009,7.0
2010,-7.7
2011,8.4
2012,3.4
2013,4.0
2014,-0.8
2015,
2016,
2017,
2018,
