,TMAX
1881,17.7
1882,
1883,19.4
1884,12.7
1885,15.8
1886,12.4
1887,15.5
1888,7.4
1889,8.3
1890,15.8
1891,15.6
1892,16.5
1893,13.5
1894,7.9
1895,12.9
1896,14.9
1897,12.9
1898,10.0
1899,15.0
1900,11.5
1901,14.1
1902,12.3
1903,13.2
1904,11.2
1905,13.0
1906,15.7
1907,12.9
1908,8.4
1909,16.5
1910,18.4
1911,12.2
1912,10.4
1913,18.9
1914,17.6
1915,14.8
1916,11.1
1917,12.2
1918,12.4
1919,11.3
1920,14.5
1921,14.2
1922,15.6
1923,18.9
1924,16.5
1925,14.6
1926,11.0
1927,12.4
1928,14.1
1929,18.7
1930,11.1
1931,12.2
1932,14.7
1933,7.8
1934,16.9
1935,15.8
1936,15.0
1937,15.5
1938,13.3
1939,13.9
1940,13.3
1941,10.7
1942,14.9
1943,13.8
1944,14.6
1945,14.3
1946,15.4
1947,18.2
1948,14.7
1949,20.7
1950,22.9
1951,19.5
1952,9.3
1953,13.1
1954,15.4
1955,25.6
1956,11.6
1957,14.5
1958,10.3
1959,9.0
1960,15.7
1961,14.0
1962,13.8
1963,14.5
1964,16.2
1965,13.1
1966,14.7
1967,18.0
1968,6.9
1969,13.3
1970,20.6
1971,12.4
1972,21.3
1973,10.1
1974,13.9
1975,17.2
1976,16.5
1977,8.5
1978,13.8
1979,12.0
1980,14.7
1981,9.7
1982,15.1
1983,18.4
1984,12.6
1985,15.0
1986,10.7
1987,13.4
1988,14.4
1989,15.7
1990,11.9
1991,15.3
1992,16.3
1993,9.8
1994,19.6
1995,12.3
1996,11.8
1997,12.8
1998,15.6
1999,12.9
2000,11.2
2001,18.3
2002,10.1
2003,16.4
2004,16.7
2005,13.4
2006,13.8
2007,12.8
2008,8.2
2009,17.9
2010,17.3
2011,14.2
2012,17.7
2013,15.1
2014,
2015,16.0
2016,14.8
2017,16.7
2018,
