,TMAX
1881,1.1
1882,
1883,
1884,0.2
1885,-0.7
1886,-3.7
1887,-2.3
1888,-14.5
1889,-4.6
1890,3.8
1891,-2.0
1892,-0.5
1893,-7.7
1894,-4.1
1895,-6.7
1896,-0.9
1897,-4.9
1898,-6.5
1899,-5.9
1900,2.2
1901,1.4
1902,-12.1
1903,
1904,-2.0
1905,0.9
1906,3.2
1907,-0.8
1908,-7.0
1909,-6.5
1910,4.4
1911,-1.4
1912,1.9
1913,2.4
1914,-5.1
1915,-5.7
1916,-4.0
1917,-7.4
1918,1.5
1919,0.3
1920,1.1
1921,1.8
1922,0.9
1923,-5.8
1924,-0.2
1925,-5.1
1926,3.1
1927,2.5
1928,-9.6
1929,-10.7
1930,3.2
1931,-4.4
1932,-13.6
1933,-4.6
1934,0.8
1935,3.2
1936,3.5
1937,-3.6
1938,0.4
1939,1.3
1940,-7.0
1941,-1.3
1942,-1.7
1943,3.7
1944,-1.5
1945,-8.6
1946,0.1
1947,-7.6
1948,1.9
1949,1.6
1950,-5.4
1951,-4.6
1952,1.0
1953,1.1
1954,-0.4
1955,-5.6
1956,-1.0
1957,-0.6
1958,-1.6
1959,-0.1
1960,-1.4
1961,5.9
1962,-1.2
1963,-7.8
1964,0.8
1965,-0.9
1966,-1.9
1967,2.8
1968,-1.0
1969,-2.8
1970,2.2
1971,-0.1
1972,-11.2
1973,-1.2
1974,1.2
1975,3.0
1976,-0.9
1977,2.7
1978,1.4
1979,2.0
1980,-3.8
1981,2.8
1982,-1.7
1983,-6.8
1984,1.8
1985,-2.0
1986,1.3
1987,0.4
1988,0.0
1989,4.6
1990,4.6
1991,0.9
1992,7.5
1993,0.9
1994,4.0
1995,4.3
1996,0.5
1997,5.9
1998,-5.9
1999,-0.4
2000,-0.5
2001,-0.3
2002,4.1
2003,3.1
2004,3.0
2005,-4.6
2006,-6.9
2007,3.1
2008,8.7
2009,0.8
2010,2.3
2011,2.6
2012,-0.4
2013,-8.0
2014,
2015,
2016,3.6
2017,2.1
2018,-0.4
2019,4.1
