,TMAX
1881,17.9
1882,
1883,
1884,11.7
1885,12.4
1886,16.2
1887,22.4
1888,24.3
1889,18.5
1890,21.7
1891,16.1
1892,13.6
1893,12.1
1894,14.5
1895,17.1
1896,19.7
1897,17.4
1898,19.5
1899,16.2
1900,17.9
1901,16.5
1902,9.5
1903,16.0
1904,13.2
1905,11.6
1906,13.9
1907,19.5
1908,17.2
1909,26.1
1910,15.8
1911,14.9
1912,22.2
1913,25.9
1914,14.3
1915,22.1
1916,15.7
1917,21.1
1918,15.7
1919,26.3
1920,15.7
1921,16.6
1922,18.9
1923,16.9
1924,18.0
1925,19.7
1926,17.9
1927,16.7
1928,14.3
1929,17.6
1930,23.1
1931,16.3
1932,18.0
1933,22.0
1934,15.9
1935,22.2
1936,17.2
1937,22.7
1938,27.9
1939,20.0
1940,12.1
1941,13.7
1942,14.4
1943,18.1
1944,18.3
1945,17.5
1946,20.2
1947,15.0
1948,13.7
1949,22.7
1950,16.5
1951,24.6
1952,14.5
1953,17.8
1954,16.5
1955,22.7
1956,14.3
1957,18.4
1958,21.6
1959,14.8
1960,18.2
1961,19.1
1962,13.3
1963,27.0
1964,16.9
1965,15.1
1966,17.2
1967,19.9
1968,26.3
1969,17.2
1970,18.1
1971,17.8
1972,14.7
1973,20.1
1974,17.9
1975,17.3
1976,23.1
1977,20.9
1978,17.5
1979,16.7
1980,10.9
1981,15.5
1982,19.3
1983,17.8
1984,15.8
1985,17.2
1986,15.1
1987,13.6
1988,19.8
1989,16.7
1990,15.2
1991,19.0
1992,20.3
1993,12.3
1994,14.8
1995,25.5
1996,26.0
1997,20.1
1998,14.1
1999,19.2
2000,21.9
2001,18.0
2002,22.4
2003,14.4
2004,25.5
2005,17.7
2006,19.8
2007,14.5
2008,12.2
2009,19.0
2010,15.3
2011,17.8
2012,14.6
2013,22.2
2014,
2015,20.8
2016,18.1
2017,
2018,20.8
